symbol,name,sector,exch,price,mktcap_b,pe,pb,roe,ret_3m,ret_6m,ret_12m,above_ma50,above_ma200,rsi,beta,vol_ann,adv_vnd,from_52w_high,from_52w_low,value_score,quality_score,momentum_score,liquidity_score,composite
VJC,Công ty cổ phần Hàng không Vietjet,Hàng không,HOSE,125.6,104183.0,33.67,2.89,8.58,-11.55,4.4,12.61,False,False,41.03,0.66,39.51,168136935900.0,-25.47,27.57,11.4,33.3,64.2,80.0,41.9
VND,Công ty cổ phần Chứng khoán VNDIRECT,Chứng khoán,HOSE,16.35,25270.0,14.86,1.19,8.01,-7.1,-10.99,-31.75,False,False,42.62,1.14,40.2,158961317945.0,-37.23,17.64,49.5,31.6,58.6,79.1,50.3
VNM,Công ty Cổ phần Sữa Việt Nam,Thực phẩm đồ uống,HOSE,61.3,129159.0,13.62,4.18,30.65,8.4,0.17,8.65,True,True,45.9,0.47,29.75,242573578000.0,-13.75,15.1,26.5,96.5,85.2,88.7,75.1
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,HOSE,27.2,224927.0,9.01,1.29,14.27,2.84,2.53,-18.58,True,True,64.42,1.2,35.18,411398603125.0,-20.9,15.35,59.5,59.6,84.2,93.9,76.1
VPG,Công ty Cổ phần Tập đoàn Việt Phát,Khác,HOSE,1.75,320.0,,0.16,-63.52,-40.48,-64.43,-80.14,False,False,31.11,0.67,43.77,349454135.0,-81.02,2.94,75.0,0.9,1.2,1.7,18.9
VPI,Công ty cổ phần Phát triển Bất động sản Văn Phú,Khác,HOSE,69.0,19555.0,56.56,4.21,7.44,16.55,19.38,20.63,True,True,91.89,0.5,27.31,140417458000.0,0.0,32.69,5.7,28.1,95.3,75.7,53.5
VRE,Công ty Cổ phần Vincom Retail,BĐS dân dụng,HOSE,26.8,66465.0,9.44,1.26,13.34,-11.06,2.77,-9.61,True,False,63.11,1.68,51.55,137490806770.0,-36.06,25.82,59.7,56.1,64.2,74.8,59.9
VSC,Công ty cổ phần Container Việt Nam,Vận tải/Cảng,HOSE,14.35,8835.0,20.5,0.99,4.81,-26.41,-44.16,-53.93,False,False,42.19,1.22,48.98,157518985660.0,-56.25,12.99,46.6,14.9,2.6,78.3,28.5
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Khác,HOSE,41.15,10229.0,11.27,1.96,17.42,-0.39,-0.74,-3.81,False,False,32.28,0.0,13.27,317340915.0,-3.91,5.9,42.4,76.3,77.2,0.9,50.5
VTP,Tổng Công ty cổ phần Bưu chính Viettel,Khác,HOSE,51.8,12295.0,15.6,2.77,17.74,-7.19,-17.85,-16.76,False,False,35.19,0.61,39.29,42011971000.0,-35.89,15.62,26.5,78.9,47.5,49.6,46.5
