symbol,name,sector,exch,price,mktcap_b,pe,pb,roe,ret_3m,ret_6m,ret_12m,above_ma50,above_ma200,rsi,beta,vol_ann,adv_vnd,from_52w_high,from_52w_low,value_score,quality_score,momentum_score,liquidity_score,composite
DHG,Công ty Cổ phần Dược Hậu Giang,Dược phẩm,HOSE,95.9,13035.0,14.71,3.03,20.61,2.68,-1.9,-0.44,True,True,52.05,0.21,11.26,835481835.0,-6.7,6.32,26.5,85.1,78.6,5.2,55.4
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,BĐS dân dụng,HOSE,11.15,11469.0,13.77,0.75,5.48,-13.23,-18.91,-47.45,False,False,53.45,1.08,43.36,73249912200.0,-54.67,15.07,64.7,16.7,34.1,60.0,40.1
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí-CTCP,Hóa chất/Phân bón,HOSE,22.85,19514.0,14.46,1.37,9.46,-2.77,-19.98,-8.42,True,False,56.63,0.52,36.11,62465954915.0,-28.22,11.18,42.3,36.8,50.4,54.8,42.7
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Khác,HOSE,11.6,16630.0,50.43,0.74,1.48,-9.73,-6.22,-42.25,True,False,56.72,0.98,42.77,115768957755.0,-45.36,16.35,46.3,6.1,55.1,71.3,40.8
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Ngân hàng,HOSE,17.0,42191.0,27.87,1.22,4.37,-19.43,-23.94,-41.88,False,False,25.0,1.18,36.14,78889992705.0,-43.71,3.03,34.7,13.2,17.7,61.7,26.3
ELC,Công ty Cổ phần công nghệ - viễn thông ELCOM,Công nghệ,HOSE,14.65,1987.0,12.21,1.16,9.49,-9.01,-22.89,-30.24,False,False,24.44,0.53,32.61,3803525500.0,-45.23,2.45,58.8,37.7,34.6,16.5,35.9
FPT,Công ty Cổ phần FPT,Công nghệ,HOSE,72.4,130659.0,13.12,3.37,25.71,-3.47,-13.04,-29.03,True,False,56.56,0.74,32.21,374099833980.0,-30.82,16.4,28.3,93.0,59.8,93.0,61.9
FRT,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ,HOSE,142.5,25733.0,30.51,5.82,19.07,19.89,-5.9,13.26,True,True,41.32,0.82,36.76,76514686700.0,-14.75,35.71,6.6,81.6,82.6,60.9,60.2
FTS,Công ty Cổ phần Chứng khoán FPT,Chứng khoán,HOSE,22.45,9598.0,17.82,1.77,9.96,-5.67,-21.22,-35.95,False,False,50.0,0.94,38.4,18472163080.0,-37.23,11.69,29.5,39.5,44.5,34.8,34.4
GAS,Tổng Công ty Khí Việt Nam-CTCP,Dầu khí,HOSE,83.6,191106.0,17.67,3.04,17.22,-1.65,-30.16,28.81,True,True,60.98,0.68,48.14,136269600500.0,-35.04,49.29,19.9,75.4,36.9,73.9,51.0
GEG,Công ty Cổ phần Điện Gia Lai,Điện/Nước,HOSE,12.7,5482.0,6.41,0.92,14.29,-4.06,-11.98,-15.6,False,False,73.33,0.49,28.39,2162813238.0,-22.25,8.55,80.6,60.5,59.5,9.6,53.7
GMD,Công ty Cổ phần Gemadept,Vận tải/Cảng,HOSE,77.6,32072.0,18.61,2.47,13.29,1.84,3.3,15.9,True,True,52.04,0.78,34.25,102561304080.0,-5.39,39.12,22.3,55.3,84.2,69.6,60.3
GVR,Tập đoàn Công nghiệp Cao su Việt Nam,Khác,HOSE,31.6,132600.0,23.76,2.24,9.45,-9.2,-22.07,9.77,True,False,45.32,0.98,47.29,85090741130.0,-30.93,26.94,21.1,36.0,35.7,64.3,33.8
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Khác,HOSE,14.0,21039.0,7.33,1.18,16.1,-9.39,-11.67,-14.37,False,False,42.11,0.71,31.07,22905087290.0,-25.73,2.19,71.4,69.3,49.6,39.1,55.5
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Vận tải/Cảng,HOSE,47.1,10091.0,6.79,1.63,24.04,-9.37,-22.91,-14.43,False,False,56.41,0.75,35.06,34300891965.0,-30.94,7.29,60.5,91.2,32.7,45.2,53.8
HBC,Công ty cổ phần Tập đoàn Xây dựng Hoà Bình,Khác,HOSE,3.9,1771.0,5.65,0.69,12.26,-22.0,-33.9,-52.44,False,False,33.33,0.63,29.88,2690570595.0,-52.44,0.0,89.4,52.6,6.8,13.0,39.1
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Chứng khoán,HOSE,26.15,29861.0,25.89,2.66,10.26,12.33,23.79,9.37,True,True,50.0,0.99,35.16,112950076500.0,-1.32,58.79,16.3,41.2,95.0,70.4,58.6
HDB,Ngân hàng TMCP Phát triển T.P Hồ Chí Minh,Ngân hàng,HOSE,27.15,134141.0,7.63,1.67,21.84,6.47,4.62,8.34,True,True,49.38,1.0,33.2,263066469345.0,-8.59,22.68,56.0,89.5,88.0,91.3,83.0
HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,BĐS dân dụng,HOSE,11.75,3745.0,3.67,0.81,22.13,-22.12,-27.16,-57.37,False,False,46.55,1.05,40.8,11924494850.0,-63.97,7.8,88.4,90.4,13.2,27.8,52.4
HDG,Công ty Cổ phần Tập đoàn Hà Đô,BĐS dân dụng,HOSE,17.0,10303.0,8.17,0.92,11.21,-19.4,-32.71,-40.49,False,False,58.49,0.96,39.12,17072775230.0,-46.66,9.68,74.9,47.4,9.7,33.9,38.4
HPG,Công ty cổ phần Tập đoàn Hòa Phát,Thép,HOSE,21.65,215681.0,10.77,1.29,11.94,-8.84,-11.0,-10.51,False,False,44.3,0.74,28.09,419201866847.0,-20.1,6.39,54.2,49.1,54.3,94.8,57.3
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Thép,HOSE,10.65,10029.0,7.4,0.41,5.51,-11.25,-7.7,-24.55,False,False,42.86,0.76,30.6,21710895600.0,-33.91,5.97,89.2,17.5,52.0,37.4,48.5
HT1,Công ty Cổ phần xi măng VICEM Hà Tiên,VLXD,HOSE,12.45,5838.0,17.29,0.94,5.41,-9.12,-28.86,-28.05,False,False,13.04,0.62,34.91,2462773725.0,-38.06,6.87,51.0,15.8,25.0,11.3,24.6
IDC,Tổng công ty IDICO - Công ty Cổ phần,BĐS KCN,HNX,32.0,18482.0,6.29,1.88,29.91,-15.42,-18.06,-12.49,False,False,26.53,0.87,37.48,35011496765.0,-29.13,13.89,58.3,95.6,32.8,46.1,54.4
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,BĐS dân dụng,HOSE,7.28,6579.0,7.66,0.57,7.42,-19.39,-24.68,-36.44,False,False,29.45,0.87,31.64,14907133085.0,-45.9,8.82,85.0,26.3,17.4,29.6,37.7
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Dược phẩm,HOSE,36.95,8609.0,16.28,2.47,15.15,-18.13,-30.94,-28.3,False,False,46.26,0.2,24.12,683267070.0,-33.87,5.57,26.7,64.0,11.8,4.3,24.2
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP,BĐS KCN,HOSE,26.95,32867.0,11.0,0.93,8.48,-8.64,-18.58,-33.13,False,False,30.19,0.99,35.84,36444429960.0,-34.51,0.56,65.6,32.5,43.3,48.7,44.9
KDC,Công ty Cổ phần Tập đoàn Kido,Thực phẩm đồ uống,HOSE,51.6,13838.0,28.67,2.1,7.33,1.18,2.38,-1.79,True,True,45.83,0.1,21.16,6464436650.0,-3.41,24.04,18.9,25.4,81.6,20.0,42.5
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,BĐS dân dụng,HOSE,17.35,29234.0,18.46,1.05,5.67,-24.24,-35.14,-51.67,False,False,41.3,0.94,35.68,90666473910.0,-53.11,5.79,47.0,19.3,5.0,67.0,28.4
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,BĐS dân dụng,HOSE,4.83,2481.0,30.19,0.41,1.36,-3.4,-19.1,-29.8,False,False,53.13,0.68,29.53,9133104680.0,-44.48,2.33,55.1,5.3,51.3,23.5,33.3
LCG,Công ty cổ phần LIZEN,Xây dựng,HOSE,7.15,2087.0,9.79,0.55,5.58,-14.64,-22.35,-34.33,False,False,37.37,0.84,30.88,6073478974.0,-37.54,5.93,78.8,18.4,25.9,19.1,34.7
LPB,Ngân hàng Thương mại cổ phần Lộc Phát Việt Nam,Ngân hàng,HOSE,48.7,139655.0,12.75,3.08,24.18,6.68,20.27,14.9,False,True,21.67,0.42,32.58,150540100670.0,-13.04,27.72,30.5,92.1,92.0,77.4,75.2
MBB,Ngân hàng Thương mại cổ phần Quân đội,Ngân hàng,HOSE,20.65,212652.0,6.22,1.22,19.64,3.13,-4.68,-5.21,True,True,53.85,0.82,27.1,233752220968.0,-11.09,14.51,71.9,83.3,78.3,87.8,82.4
MBS,Công ty cổ phần Chứng khoán MB,Ngân hàng,HNX,17.7,20319.0,10.29,1.44,14.02,-5.47,-18.33,-36.7,False,False,48.63,1.21,41.01,71718410435.0,-38.06,7.57,50.3,58.8,49.0,59.1,50.5
MCH,Công ty Cổ phần Hàng tiêu dùng Masan,Khác,HOSE,142.0,183037.0,22.43,8.28,36.93,9.58,-4.0,52.41,True,False,79.0,0.5,33.9,43919975480.0,-20.76,52.41,11.5,98.2,82.3,50.4,57.6
MIG,Tổng Công ty cổ phần Bảo hiểm Quân đội,Bảo hiểm,HOSE,15.95,3786.0,12.08,1.26,10.41,-4.87,-5.92,-1.83,False,False,58.4,0.45,30.31,1566632395.0,-16.58,11.41,54.0,42.1,66.8,8.7,43.8
MSN,Công ty Cổ phần Tập đoàn MaSan,Thực phẩm đồ uống,HOSE,68.8,114950.0,24.14,2.81,11.62,-5.88,-8.63,-17.21,True,False,58.89,0.83,28.68,275452829135.0,-22.26,7.67,16.3,48.2,61.9,92.2,48.3
MWG,Công ty cổ phần Đầu tư Thế giới Di động,Bán lẻ,HOSE,73.0,128340.0,15.3,3.3,21.56,-4.96,-12.99,-4.1,False,False,46.15,1.14,35.33,209949021060.0,-20.88,17.11,24.3,88.6,57.6,84.3,57.5
NKG,Công ty Cổ phần Thép Nam Kim,Thép,HOSE,10.7,6624.0,24.32,0.63,2.58,-13.46,-19.93,-25.51,False,False,36.84,0.79,33.82,16681221060.0,-40.85,2.88,54.5,7.9,31.5,33.0,29.5
NLG,Công ty cổ phần Đầu tư Nam Long,BĐS dân dụng,HOSE,24.8,14044.0,17.1,0.79,4.64,-2.59,-1.26,-37.59,True,False,71.29,0.97,39.57,46527439960.0,-37.59,24.0,56.3,14.0,75.1,52.2,48.1
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện/Nước,HOSE,20.4,7542.0,5.88,1.24,21.12,-9.53,-27.66,-5.05,False,False,13.51,0.66,30.57,10472644540.0,-29.41,0.0,72.1,86.8,25.2,27.0,50.4
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,BĐS dân dụng,HOSE,13.05,37875.0,14.66,0.54,3.66,3.54,25.82,-15.99,True,False,36.11,0.88,47.55,175747137470.0,-31.56,33.61,68.2,9.6,91.7,81.7,60.6
PAN,Công ty Cổ phần Tập đoàn PAN,Khác,HOSE,19.1,6789.0,5.93,0.75,12.59,-16.96,-25.05,-25.27,False,False,25.0,0.54,29.45,8057718800.0,-28.65,0.0,85.9,53.5,17.7,20.9,43.0
PC1,Công ty Cổ phần Tập đoàn PC1,Xây dựng,HOSE,20.25,11043.0,8.0,1.28,15.98,8.58,-30.17,-13.59,False,False,41.38,0.77,43.86,30008205615.0,-35.41,14.73,63.0,68.4,44.3,42.6,52.0
PDR,Công ty cổ phần Phát triển Bất động sản Phát Đạt,Khác,HOSE,12.1,16115.0,40.33,4.26,10.56,-19.6,-22.68,-50.41,False,False,50.0,1.09,39.1,66553227830.0,-53.99,8.52,6.6,43.9,21.6,55.7,25.9
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Bán lẻ,HOSE,37.9,5069.0,22.29,1.72,7.72,10.23,39.12,70.57,True,True,27.1,1.02,49.6,14945192550.0,-6.07,89.72,27.7,29.8,96.2,30.4,52.3
PHR,Công ty cổ phần Cao su Phước Hòa,Khác,HOSE,61.5,8414.0,16.27,2.05,12.61,-4.65,-0.81,9.82,True,True,67.44,0.7,36.45,21486238625.0,-13.74,26.41,30.9,54.4,72.2,36.5,52.9
PLC,Tổng Công ty Hóa dầu Petrolimex-CTCP,Khác,HNX,20.0,1907.0,117.65,1.32,1.12,-7.41,-38.27,-25.93,True,False,33.33,0.99,47.97,2537261950.0,-46.09,12.99,23.3,3.5,22.1,12.2,13.2
PLX,Tập đoàn Xăng dầu Việt Nam,Dầu khí,HOSE,36.1,50188.0,17.11,1.75,10.23,-10.97,-42.2,3.44,True,False,46.1,0.69,46.45,146246108020.0,-46.2,14.53,31.7,40.4,15.0,76.5,33.8
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Bán lẻ,HOSE,39.0,38379.0,2.32,0.49,21.3,-40.64,-49.57,-29.86,False,False,62.78,0.89,46.41,210148267865.0,-53.94,26.83,98.2,87.7,1.4,85.2,61.3
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện/Nước,HOSE,12.95,40649.0,16.39,1.16,7.09,-3.72,-14.52,-4.75,False,False,23.33,0.76,33.93,86859344750.0,-21.75,18.7,48.2,22.8,57.9,66.1,45.2
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Điện/Nước,HOSE,8.91,3238.0,17.13,0.64,3.73,-8.43,-13.07,-14.62,False,False,46.03,0.24,16.21,1243416011.0,-20.09,1.02,60.2,10.5,51.0,7.8,33.1
PTB,Công ty Cổ phần Phú Tài,Khác,HOSE,32.0,3968.0,5.17,0.76,14.76,-17.95,-23.79,-9.59,False,False,30.12,0.65,28.34,3164075040.0,-30.23,0.95,87.7,61.8,20.0,15.7,45.2
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Dầu khí,HOSE,19.3,18316.0,16.22,0.67,4.13,4.92,-23.76,53.2,True,True,58.11,0.72,45.59,62375998450.0,-28.42,70.42,62.0,11.4,50.1,53.9,47.8
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX,38.7,19536.0,10.87,1.32,12.12,0.0,-24.12,21.75,True,True,69.62,0.72,47.02,100981331665.0,-29.12,46.79,51.6,51.8,43.7,68.7,55.3
PVT,Tổng công ty Cổ phần Vận tải Dầu khí,Dầu khí,HOSE,20.3,10221.0,9.19,1.1,11.97,1.5,-22.2,24.4,True,True,55.26,0.65,43.45,85536022020.0,-27.26,34.52,67.6,50.0,51.5,65.2,61.1
REE,Công ty Cổ phần Cơ điện lạnh,Điện/Nước,HOSE,45.45,35316.0,9.73,1.18,12.08,-10.71,-17.69,-19.04,False,False,34.55,0.44,23.3,13617608112.0,-27.11,3.65,63.0,50.9,41.9,28.7,44.6
SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,Thực phẩm đồ uống,HOSE,45.1,58292.0,13.07,2.73,20.92,0.85,5.6,7.97,True,True,38.68,0.53,28.66,35991689018.0,-10.23,14.23,32.7,86.0,84.5,47.8,66.7
SBT,Công ty cổ phần Thành Thành Công - Biên Hòa,Thực phẩm đồ uống,HOSE,22.9,18672.0,25.16,1.82,7.25,12.81,1.78,1.14,True,True,65.85,0.22,19.45,22673009225.0,-9.76,17.83,23.8,24.6,88.3,38.3,48.9
SCS,Công ty cổ phần Dịch vụ Hàng hóa Sài Gòn,Khác,HOSE,44.0,5143.0,5.56,2.67,48.06,-9.06,-17.31,-21.98,False,False,33.8,0.35,18.7,4188912548.0,-21.98,3.29,54.4,100.0,45.2,17.4,52.9
SHB,Ngân hàng Thương mại cổ phần Sài Gòn - Hà Nội,Ngân hàng,HOSE,12.0,76807.0,4.62,0.75,16.17,-14.29,-20.16,-33.83,False,False,54.29,0.8,27.86,548775989660.0,-36.09,7.14,89.0,70.2,29.4,97.4,65.1
SHS,Công ty Cổ phần Chứng Khoán Sài Gòn Hà Nội,Chứng khoán,HNX,15.5,16280.0,10.33,1.1,10.62,-13.89,-21.32,-43.22,False,False,44.44,1.42,48.81,169549701695.0,-46.92,8.39,63.6,44.7,28.7,80.9,48.7
SJS,Công ty Cổ phần SJ Group,Khác,HOSE,58.1,15766.0,58.1,5.3,9.12,16.32,12.38,-10.89,True,True,93.88,0.48,33.29,2413559605.0,-28.54,23.35,4.4,35.1,93.9,10.4,42.7
SSB,Ngân hàng Thương mại cổ phần Đông Nam Á,Ngân hàng,HOSE,18.0,47938.0,9.28,1.27,13.66,25.44,27.61,0.9,True,True,80.72,0.47,23.69,35728901080.0,-1.37,33.1,59.5,57.9,98.4,47.0,71.5
SSI,Công ty cổ phần Chứng khoán SSI,Chứng khoán,HOSE,21.0,72117.0,12.28,1.32,10.77,-2.69,-21.57,-29.58,True,False,58.93,1.19,36.6,421136857430.0,-30.42,19.42,48.9,45.6,48.7,95.7,53.5
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,HOSE,74.8,122350.0,23.75,2.36,9.92,7.16,15.25,36.5,True,True,53.1,0.75,38.05,225533737385.0,-2.6,62.61,20.7,38.6,91.3,87.0,61.1
SZC,Công ty cổ phần Sonadezi Châu Đức,BĐS KCN,HOSE,19.85,5238.0,10.34,1.12,10.79,-12.94,-36.98,-42.39,False,False,45.16,0.83,34.1,9910975362.0,-46.21,15.74,62.5,46.5,12.5,24.3,33.8
TCB,Ngân hàng TMCP Kỹ Thương Việt Nam (Techcombank),Ngân hàng,HOSE,32.05,231720.0,8.95,1.33,14.89,1.1,1.63,-15.18,True,False,53.59,1.05,31.49,583025026450.0,-20.76,14.02,56.9,63.2,80.2,99.1,70.0
TCH,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,BĐS dân dụng,HOSE,11.9,15551.0,13.84,0.59,4.29,-11.56,-6.17,-37.53,True,False,60.32,1.24,46.43,67684934400.0,-46.83,19.0,68.6,12.3,52.9,56.5,45.2
TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Khác,HOSE,8.19,1707.0,,0.8,-5.44,-13.42,-27.84,-41.87,False,False,29.17,0.38,22.41,673027395.0,-42.75,4.2,64.9,1.8,18.8,3.5,21.9
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,Ngân hàng,HOSE,14.5,45494.0,5.43,0.95,17.51,-10.49,-14.96,-26.8,False,False,44.12,0.94,28.76,98218910545.0,-29.19,4.32,82.4,77.2,43.8,67.8,64.0
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Khác,HOSE,26.4,2448.0,18.86,1.4,7.43,-8.01,-32.31,-24.16,False,False,45.95,0.63,33.72,2801378390.0,-38.68,11.63,32.1,27.2,25.6,13.9,22.7
VCB,Ngân hàng Thương mại cổ phần Ngoại thương Việt Nam,Ngân hàng,HOSE,58.9,500505.0,13.99,2.19,15.67,-3.74,-4.97,-13.3,True,False,44.29,0.74,27.84,249547870270.0,-21.85,9.07,34.4,66.7,70.1,89.6,59.8
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Xây dựng,HOSE,15.8,14449.0,2.79,0.91,32.59,-8.81,-9.73,-30.4,False,False,40.0,0.82,35.87,32600133600.0,-37.82,4.64,88.2,97.4,56.5,44.3,70.0
VCI,Công ty Cổ phần Chứng khoán VIETCAP,Chứng khoán,HOSE,22.3,31445.0,12.05,0.74,6.12,-7.66,-25.13,-33.48,False,False,52.75,1.07,38.45,201004427270.0,-36.23,20.87,70.6,20.2,31.1,83.5,46.0
VCS,Công ty cổ phần VICOSTONE,VLXD,HNX,31.2,6416.0,7.19,0.97,13.53,-13.4,-23.65,-29.99,False,False,6.9,0.46,20.9,1195709455.0,-34.92,0.0,76.7,57.0,25.4,7.0,41.0
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Chứng khoán,HOSE,11.9,4080.0,13.08,1.02,7.78,-12.82,-34.44,-51.72,False,False,43.9,1.09,40.38,8732921140.0,-52.87,6.25,59.0,30.7,13.9,22.6,29.1
VGC,Tổng Công ty Viglacera - CTCP,Khác,HOSE,39.6,20803.0,12.65,2.06,16.24,1.44,-11.0,-29.53,True,False,37.5,0.95,37.47,15316860900.0,-29.53,13.47,38.8,71.1,68.6,31.3,51.1
VHC,Công ty Cổ phần Vĩnh Hoàn,Thực phẩm đồ uống,HOSE,52.4,13737.0,8.29,1.22,14.76,-8.87,-13.67,-5.7,False,False,42.86,0.59,30.83,21327635840.0,-24.28,1.95,64.8,61.8,49.0,35.7,51.1
VHM,Công ty cổ phần Vinhomes,BĐS dân dụng,HOSE,75.8,581610.0,7.43,1.31,17.6,3.57,65.71,50.5,True,True,56.67,1.78,54.8,521664424195.0,-4.01,81.16,62.6,78.1,94.1,96.5,84.9
VIB,Ngân hàng Thương mại cổ phần Quốc tế Việt Nam,Ngân hàng,HOSE,14.8,59230.0,6.92,1.07,15.51,-8.36,-7.36,-29.52,False,False,50.0,0.87,25.34,68983095980.0,-31.98,4.59,75.8,65.8,59.1,57.4,62.1
VIC,Tập đoàn Vingroup - Công ty Cổ phần,Khác,HOSE,254.8,1441028.0,172.16,13.24,7.69,23.09,54.61,291.7,True,True,76.45,1.62,52.48,1301751161525.0,0.0,307.68,0.9,28.9,99.1,100.0,57.9
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Khác,HOSE,9.76,801.0,7.81,0.52,6.69,-6.2,-18.06,-18.68,False,False,44.44,0.39,19.99,472726723.0,-23.89,1.77,85.9,21.1,47.9,2.6,40.9
VIX,Công ty cổ phần Chứng khoán VIX,Chứng khoán,HOSE,14.05,42758.0,3.98,0.66,16.64,-16.89,-14.75,-54.51,True,False,56.5,1.47,49.9,556671965520.0,-55.89,25.55,93.4,73.7,36.9,98.3,69.6
