symbol,name,sector,exch,price,mktcap_b,pe,pb,roe,ret_3m,ret_6m,ret_12m,above_ma50,above_ma200,rsi,beta,vol_ann,adv_vnd,from_52w_high,from_52w_low,value_score,quality_score,momentum_score,liquidity_score,composite
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Thực phẩm đồ uống,HOSE,16.05,9006.0,4.09,0.77,18.7,-15.75,-22.45,-37.48,False,False,18.87,0.78,28.78,28306176250.0,-37.8,2.23,87.6,80.5,27.9,40.4,56.5
DCM,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Hóa chất/Phân bón,HOSE,32.8,23982.0,8.99,1.62,18.04,-5.59,-21.77,-10.7,True,False,64.03,0.5,39.52,106844657000.0,-30.89,13.49,53.0,79.6,42.6,68.4,56.1
DGC,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Hóa chất/Phân bón,HOSE,35.3,20014.0,4.41,0.89,20.18,-10.91,-33.46,-54.41,False,False,41.55,0.65,46.68,31967405620.0,-55.55,18.3,84.0,84.1,22.5,43.9,55.3
DGW,Công ty cổ phần Thế giới số,Bán lẻ,HOSE,45.4,10008.0,18.23,2.89,15.85,10.73,6.41,2.88,True,True,61.57,0.96,41.12,85121844250.0,-16.96,36.95,20.0,68.1,88.6,64.0,63.1
DHG,Công ty Cổ phần Dược Hậu Giang,Dược phẩm,HOSE,90.0,13035.0,13.8,2.84,20.61,1.47,-2.08,-1.6,True,False,41.93,0.21,11.26,709713880.0,-7.6,5.3,28.5,85.0,74.9,3.5,48.5
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,BĐS dân dụng,HOSE,10.1,11469.0,12.47,0.68,5.48,-17.65,-20.4,-52.42,False,False,24.75,1.05,42.32,56262419390.0,-56.48,10.48,66.8,16.8,30.0,52.6,38.2
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí-CTCP,Hóa chất/Phân bón,HOSE,22.9,19514.0,14.49,1.37,9.46,3.2,-20.46,-8.22,True,False,57.69,0.54,36.45,79982982500.0,-28.06,11.42,39.8,37.2,51.9,62.3,43.8
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Khác,HOSE,10.8,16630.0,46.96,0.69,1.48,-18.49,-10.78,-48.81,False,False,26.19,1.0,42.12,126192304750.0,-49.12,8.32,45.2,6.2,42.1,71.9,36.7
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Ngân hàng,HOSE,16.25,42191.0,26.64,1.16,4.37,-22.62,-28.88,-40.26,False,False,25.0,1.14,35.35,75117535750.0,-40.91,1.56,36.8,13.3,13.5,59.6,25.3
ELC,Công ty Cổ phần công nghệ - viễn thông ELCOM,Công nghệ,HOSE,13.5,1987.0,11.25,1.07,9.49,-12.98,-20.19,-33.77,False,False,41.81,0.56,33.08,3573917675.0,-46.0,2.27,59.1,38.1,35.4,16.7,36.3
FPT,Công ty Cổ phần FPT,Công nghệ,HOSE,74.3,130659.0,13.46,3.46,25.71,3.77,-4.17,-25.09,True,False,65.25,0.74,32.21,411067000000.0,-29.01,19.45,26.7,92.9,76.7,93.9,66.7
FRT,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ,HOSE,130.0,25733.0,27.84,5.31,19.07,5.0,-8.82,4.2,True,False,27.41,0.85,37.27,51346289000.0,-22.22,23.81,8.5,81.4,71.1,50.0,49.2
FTS,Công ty Cổ phần Chứng khoán FPT,Chứng khoán,HOSE,20.6,9598.0,16.35,1.63,9.96,-24.13,-15.71,-38.08,False,False,27.38,0.95,38.53,16280228750.0,-39.06,2.49,33.8,39.8,29.6,35.1,31.2
GAS,Tổng Công ty Khí Việt Nam-CTCP,Dầu khí,HOSE,88.6,191106.0,18.73,3.23,17.22,8.31,-3.38,41.76,True,True,63.21,0.71,48.79,164257980000.0,-31.16,58.21,17.4,76.1,80.2,81.6,64.9
GEG,Công ty Cổ phần Điện Gia Lai,Điện/Nước,HOSE,12.3,5482.0,6.21,0.89,14.29,-8.21,-21.01,-20.28,False,False,27.78,0.48,28.23,1860032750.0,-24.7,5.13,80.0,61.1,39.5,10.5,47.8
GMD,Công ty Cổ phần Gemadept,Vận tải/Cảng,HOSE,76.6,32072.0,18.37,2.44,13.29,-1.29,-0.73,13.91,True,True,38.95,0.77,33.78,79050756000.0,-6.61,37.32,23.6,55.8,74.4,61.4,56.3
GVR,Tập đoàn Công nghiệp Cao su Việt Nam,Khác,HOSE,32.2,132600.0,24.21,2.29,9.45,-9.42,-5.29,11.28,True,False,47.95,0.99,47.67,73762417000.0,-29.62,29.35,20.4,36.3,61.1,58.8,40.3
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Khác,HOSE,14.0,21039.0,7.33,1.18,16.1,-8.2,-7.89,-10.26,False,False,36.36,0.69,30.25,22248488000.0,-25.73,2.94,67.4,69.9,60.4,37.7,57.5
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Vận tải/Cảng,HOSE,47.9,10091.0,6.9,1.66,24.04,-8.17,-13.28,-12.21,True,False,51.72,0.78,35.25,36448510500.0,-29.77,9.11,58.3,91.2,50.5,47.4,58.9
HBC,Công ty cổ phần Tập đoàn Xây dựng Hoà Bình,Khác,HOSE,3.7,1771.0,5.36,0.66,12.26,-26.0,-31.48,-53.16,False,False,33.33,0.66,30.52,2706699400.0,-54.32,5.71,89.6,53.1,8.6,14.0,39.9
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Chứng khoán,HOSE,25.3,29861.0,25.05,2.57,10.26,3.14,36.8,8.9,False,True,37.97,0.97,34.72,99323696250.0,-4.53,53.63,17.8,41.6,91.1,66.7,57.3
HDB,Ngân hàng TMCP Phát triển T.P Hồ Chí Minh,Ngân hàng,HOSE,27.6,134141.0,7.75,1.69,21.84,9.74,7.39,13.63,True,True,59.38,0.98,32.76,275987563750.0,-7.07,24.71,53.9,89.4,89.3,90.4,82.6
HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,BĐS dân dụng,HOSE,11.45,3745.0,3.58,0.79,22.13,-28.63,-25.61,-57.99,False,False,17.86,0.99,39.76,11371003250.0,-64.89,5.05,88.0,90.3,11.2,28.1,51.7
HDG,Công ty Cổ phần Tập đoàn Hà Đô,BĐS dân dụng,HOSE,16.05,10303.0,7.72,0.87,11.21,-23.93,-36.26,-43.29,False,False,42.03,0.92,38.0,19609542000.0,-49.64,3.55,76.0,47.8,8.4,36.8,38.9
HPG,Công ty cổ phần Tập đoàn Hòa Phát,Thép,HOSE,21.2,215681.0,10.55,1.26,11.94,-10.36,-11.39,-20.84,False,False,41.89,0.74,27.34,411017091250.0,-21.76,4.18,52.5,49.6,49.5,93.0,55.2
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Thép,HOSE,10.1,10029.0,7.01,0.39,5.51,-15.83,-10.98,-35.95,False,False,17.39,0.75,28.71,24830306250.0,-36.57,0.5,90.2,17.7,44.4,38.6,46.8
HT1,Công ty Cổ phần xi măng VICEM Hà Tiên,VLXD,HOSE,11.8,5838.0,16.39,0.89,5.41,-11.18,-25.16,-33.57,False,False,16.17,0.62,33.94,2321181670.0,-39.68,4.07,52.4,15.9,28.9,11.4,26.2
IDC,Tổng công ty IDICO - Công ty Cổ phần,BĐS KCN,HNX,32.0,18482.0,6.29,1.88,29.91,-15.22,-16.57,-11.69,False,False,44.68,0.87,37.43,37901653785.0,-29.13,13.89,56.6,95.6,37.2,48.2,55.6
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,BĐS dân dụng,HOSE,6.91,6579.0,7.27,0.54,7.42,-24.27,-28.16,-44.22,False,False,31.36,0.87,31.42,10091193350.0,-48.65,3.29,86.2,26.5,12.5,25.4,35.8
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Dược phẩm,HOSE,36.9,8609.0,16.26,2.46,15.15,-17.88,-32.04,-31.29,False,False,39.58,0.27,24.32,365135250.0,-33.96,5.43,27.1,64.6,15.4,1.8,25.1
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP,BĐS KCN,HOSE,26.0,32867.0,10.61,0.9,8.48,-14.61,-17.2,-33.08,False,False,15.91,0.98,35.22,34745205750.0,-33.67,0.0,64.4,32.7,37.7,46.5,42.6
KDC,Công ty Cổ phần Tập đoàn Kido,Thực phẩm đồ uống,HOSE,51.2,13838.0,28.44,2.09,7.33,1.79,1.39,-3.27,True,True,30.0,0.1,21.05,5896159500.0,-3.98,23.08,19.5,25.7,80.0,18.4,41.9
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,BĐS dân dụng,HOSE,15.6,29234.0,16.6,0.94,5.67,-32.17,-40.46,-55.17,False,False,14.86,0.94,35.89,88775960000.0,-56.49,1.96,49.2,19.5,3.5,64.9,28.2
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,BĐS dân dụng,HOSE,4.6,2481.0,28.75,0.39,1.36,-8.18,-14.81,-36.46,False,False,19.05,0.67,28.98,7547096450.0,-47.13,0.0,55.4,5.3,49.1,21.9,32.5
LCG,Công ty cổ phần LIZEN,Xây dựng,HOSE,6.8,2087.0,9.32,0.52,5.58,-20.65,-25.32,-36.79,False,False,20.99,0.79,29.91,5937498650.0,-40.6,1.8,80.2,18.6,17.4,19.3,32.6
LPB,Ngân hàng Thương mại cổ phần Lộc Phát Việt Nam,Ngân hàng,HOSE,47.5,139655.0,12.43,3.01,24.18,0.96,15.15,13.98,False,True,38.5,0.4,32.27,130438248750.0,-15.18,24.57,30.8,92.0,86.1,72.8,72.6
MBB,Ngân hàng Thương mại cổ phần Quân đội,Ngân hàng,HOSE,20.55,212652.0,6.19,1.22,19.64,1.62,-2.44,-3.54,True,True,48.15,0.82,26.79,236888253500.0,-11.53,13.95,69.6,83.2,74.7,87.7,80.7
MBS,Công ty cổ phần Chứng khoán MB,Ngân hàng,HNX,16.8,20319.0,9.77,1.37,14.02,-13.76,-9.46,-31.14,False,False,32.0,1.2,40.44,57625011000.0,-37.94,2.44,50.0,59.3,49.1,54.4,49.8
MCH,Công ty Cổ phần Hàng tiêu dùng Masan,Khác,HOSE,145.6,183037.0,23.0,8.49,36.93,13.66,-8.23,39.15,True,True,74.36,0.52,33.42,73475935500.0,-18.75,42.76,11.2,98.2,75.1,57.9,62.6
MIG,Tổng Công ty cổ phần Bảo hiểm Quân đội,Bảo hiểm,HOSE,15.7,3786.0,11.89,1.24,10.41,-7.14,-4.2,-4.2,False,False,44.29,0.46,31.12,1567184580.0,-17.89,9.66,51.8,42.5,66.0,8.8,43.1
MSN,Công ty Cổ phần Tập đoàn MaSan,Thực phẩm đồ uống,HOSE,67.7,114950.0,23.75,2.76,11.62,-6.1,-10.09,-21.28,True,False,35.48,0.83,28.58,270783917500.0,-23.5,5.95,17.3,48.7,58.4,89.5,47.2
MWG,Công ty cổ phần Đầu tư Thế giới Di động,Bán lẻ,HOSE,73.1,128340.0,15.32,3.3,21.56,-5.67,-11.31,-6.03,True,False,47.26,1.13,34.8,188179003500.0,-20.77,17.28,23.2,88.5,56.7,83.3,56.7
NKG,Công ty Cổ phần Thép Nam Kim,Thép,HOSE,10.0,6624.0,22.73,0.59,2.58,-19.68,-20.58,-43.88,False,False,9.68,0.8,31.75,15239686150.0,-44.72,0.2,56.7,8.0,26.5,34.2,28.9
NLG,Công ty cổ phần Đầu tư Nam Long,BĐS dân dụng,HOSE,23.75,14044.0,16.38,0.76,4.64,-12.2,-12.61,-35.95,True,False,47.42,0.96,39.59,51942771500.0,-39.33,18.75,55.9,14.2,44.9,50.9,38.7
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện/Nước,HOSE,20.55,7542.0,5.92,1.25,21.12,-10.46,-20.96,-3.04,False,False,33.33,0.65,30.26,10299786500.0,-28.89,1.48,68.1,86.7,36.5,26.3,52.6
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,BĐS dân dụng,HOSE,12.5,37875.0,14.04,0.51,3.66,-6.02,3.37,-14.68,False,False,32.61,0.89,47.37,143695685500.0,-34.45,27.98,68.3,9.7,75.4,76.3,54.8
PAN,Công ty Cổ phần Tập đoàn PAN,Khác,HOSE,18.75,6789.0,5.82,0.73,12.59,-18.66,-23.58,-25.87,False,False,25.93,0.51,28.34,8325714500.0,-29.96,3.02,84.9,54.0,22.5,23.7,44.7
PC1,Công ty Cổ phần Tập đoàn PC1,Xây dựng,HOSE,20.05,11043.0,7.92,1.27,15.98,-5.65,-23.47,-13.97,False,False,43.75,0.73,43.46,28537620750.0,-36.04,13.6,60.1,69.0,40.2,42.1,50.0
PDR,Công ty cổ phần Phát triển Bất động sản Phát Đạt,Khác,HOSE,11.55,16115.0,38.5,4.07,10.56,-23.51,-24.26,-51.16,False,False,4.0,1.06,37.77,55861431500.0,-56.08,3.59,7.1,44.2,18.6,51.8,24.5
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Bán lẻ,HOSE,38.65,5069.0,22.74,1.76,7.72,2.26,30.93,85.89,True,True,46.62,1.0,49.14,12979117500.0,-4.21,93.47,26.2,30.1,89.5,30.7,49.9
PHR,Công ty cổ phần Cao su Phước Hòa,Khác,HOSE,31.7,8414.0,8.39,1.06,12.61,-10.27,-5.79,0.02,False,False,34.37,0.69,36.71,15136349045.0,-18.08,20.07,68.0,54.9,59.1,33.3,53.0
PLC,Tổng Công ty Hóa dầu Petrolimex-CTCP,Khác,HNX,19.6,1907.0,115.29,1.3,1.12,-8.41,-27.41,-31.71,False,False,41.86,1.02,48.6,2475986650.0,-47.17,10.73,23.5,3.5,29.5,13.2,15.6
PLX,Tập đoàn Xăng dầu Việt Nam,Dầu khí,HOSE,37.8,50188.0,17.91,1.83,10.23,0.4,-19.19,9.99,True,False,52.14,0.7,46.88,197667707000.0,-43.66,19.92,28.7,40.7,50.5,84.2,45.1
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Bán lẻ,HOSE,36.75,38379.0,2.19,0.47,21.3,-45.96,-52.07,-35.71,False,False,22.69,0.92,46.73,211443894000.0,-56.6,19.51,98.2,87.6,1.8,85.1,61.4
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện/Nước,HOSE,12.6,40649.0,15.95,1.13,7.09,-11.27,-5.26,-1.32,False,False,26.67,0.72,33.36,84415302750.0,-23.87,15.49,47.7,23.0,58.4,63.2,44.8
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Điện/Nước,HOSE,8.78,3238.0,16.88,0.63,3.73,-9.2,-17.56,-15.49,False,False,21.43,0.23,16.12,952714350.0,-21.26,0.34,59.0,10.6,43.2,5.3,30.0
PTB,Công ty Cổ phần Phú Tài,Khác,HOSE,29.45,3968.0,4.76,0.7,14.76,-16.49,-25.05,-14.61,False,False,18.93,0.67,28.33,3526339950.0,-33.73,0.0,87.6,62.4,23.5,15.8,46.4
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Dầu khí,HOSE,19.25,18316.0,16.18,0.67,4.13,3.47,-13.41,37.46,True,True,50.65,0.73,45.75,106252748500.0,-28.61,69.98,60.6,11.5,60.2,67.5,52.9
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX,33.3,19536.0,9.35,1.13,12.12,2.46,-7.07,20.75,True,True,58.64,0.73,47.41,121338067630.0,-26.81,51.58,62.0,52.2,70.9,71.1,66.9
PVT,Tổng công ty Cổ phần Vận tải Dầu khí,Dầu khí,HOSE,22.6,10221.0,10.23,1.22,11.97,13.28,0.24,37.34,True,True,72.64,0.64,44.25,120766390250.0,-19.02,49.76,55.3,50.4,84.2,70.2,68.5
REE,Công ty Cổ phần Cơ điện lạnh,Điện/Nước,HOSE,45.3,35316.0,9.7,1.17,12.08,-10.3,-18.6,-20.76,False,False,51.52,0.46,23.08,12817056000.0,-27.35,3.31,59.1,51.3,41.4,29.8,43.7
SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,Thực phẩm đồ uống,HOSE,44.3,58292.0,12.84,2.69,20.92,-1.77,6.52,5.83,False,False,33.33,0.54,28.78,27980230750.0,-11.83,12.2,32.1,85.8,80.4,39.5,57.8
SBT,Công ty cổ phần Thành Thành Công - Biên Hòa,Thực phẩm đồ uống,HOSE,23.0,18672.0,25.27,1.83,7.25,7.98,10.82,0.95,True,True,34.29,0.22,19.21,28331199000.0,-9.37,18.35,22.9,24.8,89.8,41.2,49.7
SCS,Công ty cổ phần Dịch vụ Hàng hóa Sài Gòn,Khác,HOSE,44.8,5143.0,5.66,2.72,48.06,-5.93,-11.06,-17.66,True,False,44.44,0.36,18.86,4219382750.0,-20.05,5.16,53.1,100.0,56.8,17.5,56.1
SHB,Ngân hàng Thương mại cổ phần Sài Gòn - Hà Nội,Ngân hàng,HOSE,11.6,76807.0,4.46,0.72,16.17,-16.55,-22.06,-32.94,False,False,37.14,0.77,26.76,551643144000.0,-35.33,3.57,87.6,70.8,27.4,97.4,64.3
SHS,Công ty Cổ phần Chứng Khoán Sài Gòn Hà Nội,Chứng khoán,HNX,14.3,16280.0,9.53,1.01,10.62,-25.13,-11.73,-45.0,False,False,27.59,1.38,47.06,151211168125.0,-47.81,2.14,63.8,45.1,33.5,78.9,50.0
SJS,Công ty Cổ phần SJ Group,Khác,HOSE,56.8,15766.0,56.8,5.18,9.12,15.33,14.52,-25.26,True,True,75.93,0.56,32.3,1817038500.0,-30.14,20.59,4.4,35.4,94.4,9.6,42.8
SSB,Ngân hàng Thương mại cổ phần Đông Nam Á,Ngân hàng,HOSE,23.45,47938.0,12.09,1.65,13.66,57.91,68.23,43.83,True,True,88.78,0.42,26.61,57502606000.0,0.0,73.4,42.7,58.4,100.0,53.5,68.6
SSI,Công ty cổ phần Chứng khoán SSI,Chứng khoán,HOSE,21.15,72117.0,12.37,1.33,10.77,-3.78,-5.5,-28.91,True,False,48.61,1.18,35.99,425087678750.0,-29.92,20.27,47.3,46.0,67.2,94.7,58.5
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,HOSE,76.2,122350.0,24.19,2.4,9.92,7.48,20.38,37.55,True,True,57.69,0.75,37.97,269477571000.0,-2.31,65.65,20.4,38.9,92.6,88.6,61.8
SZC,Công ty cổ phần Sonadezi Châu Đức,BĐS KCN,HOSE,17.65,5238.0,9.19,0.99,10.79,-20.14,-36.6,-46.3,False,False,28.19,0.84,34.21,7231550335.0,-49.58,8.5,66.9,46.9,10.4,21.1,33.9
TCB,Ngân hàng TMCP Kỹ Thương Việt Nam (Techcombank),Ngân hàng,HOSE,32.65,231720.0,9.12,1.36,14.89,4.65,10.02,-11.35,True,True,58.08,1.06,31.44,478210793000.0,-19.28,16.15,55.6,63.7,87.5,95.6,77.3
TCH,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,BĐS dân dụng,HOSE,11.7,15551.0,13.6,0.58,4.29,-14.77,-10.63,-37.58,True,False,45.16,1.21,45.31,70857098110.0,-47.73,17.0,67.9,12.4,46.8,57.0,43.3
TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Khác,HOSE,7.0,1707.0,,0.68,-5.44,-23.08,-34.58,-49.37,False,False,0.0,0.36,23.21,900324900.0,-51.05,0.0,67.3,1.8,10.0,4.4,20.0
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,Ngân hàng,HOSE,14.05,45494.0,5.26,0.92,17.51,-13.27,-12.46,-24.35,False,False,38.24,0.9,27.6,96745014250.0,-26.24,1.08,80.9,77.0,44.0,65.8,63.2
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Khác,HOSE,25.75,2448.0,18.39,1.37,7.43,-13.3,-29.16,-27.24,False,False,43.48,0.61,33.19,2364642500.0,-40.19,8.88,32.6,27.4,21.1,12.3,21.2
VCB,Ngân hàng Thương mại cổ phần Ngoại thương Việt Nam,Ngân hàng,HOSE,59.6,500505.0,14.16,2.22,15.67,-2.44,-0.66,-8.0,True,False,51.22,0.73,27.54,283418782500.0,-20.92,10.37,32.5,67.3,73.5,91.2,60.7
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Xây dựng,HOSE,14.4,14449.0,2.54,0.83,32.59,-18.56,-26.67,-39.86,False,False,9.3,0.82,35.83,33085870750.0,-43.33,0.35,87.6,97.3,18.1,45.6,58.5
VCI,Công ty Cổ phần Chứng khoán VIETCAP,Chứng khoán,HOSE,20.0,31445.0,10.81,0.66,6.12,-18.37,-24.45,-37.71,False,False,28.18,1.06,37.84,216393355000.0,-38.88,8.4,72.2,20.4,21.9,86.0,44.1
VCS,Công ty cổ phần VICOSTONE,VLXD,HNX,31.2,6416.0,7.19,0.97,13.53,-15.19,-19.74,-31.53,False,False,30.3,0.45,21.03,1394099185.0,-34.92,0.97,73.8,57.5,33.9,7.9,43.1
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Chứng khoán,HOSE,10.9,4080.0,11.98,0.93,7.78,-24.83,-28.52,-53.22,False,False,25.93,1.08,39.64,7954740000.0,-53.72,4.81,60.9,31.0,11.2,22.8,28.9
VGC,Tổng Công ty Viglacera - CTCP,Khác,HOSE,39.85,20803.0,12.73,2.07,16.24,-3.28,-9.0,-23.48,True,False,46.55,0.94,37.41,12540465250.0,-26.84,14.18,37.4,71.7,62.3,28.9,48.6
VHC,Công ty Cổ phần Vĩnh Hoàn,Thực phẩm đồ uống,HOSE,50.7,13737.0,8.02,1.18,14.76,-12.44,-14.93,-12.71,False,False,28.26,0.6,30.7,14588969000.0,-26.73,1.0,64.7,62.4,41.4,32.5,48.4
VHM,Công ty cổ phần Vinhomes,BĐS dân dụng,HOSE,71.3,581610.0,6.99,1.23,17.6,2.55,45.18,40.36,False,True,38.14,1.78,54.65,562967477500.0,-9.71,70.4,66.7,77.9,91.2,99.1,85.6
VIB,Ngân hàng Thương mại cổ phần Quốc tế Việt Nam,Ngân hàng,HOSE,13.6,59230.0,6.36,0.99,15.51,-8.36,-8.14,-26.08,True,False,55.71,0.85,24.84,64357607170.0,-26.77,5.25,75.4,66.4,59.1,56.1,61.9
VIC,Tập đoàn Vingroup - Công ty Cổ phần,Khác,HOSE,241.2,1441028.0,162.97,12.54,7.69,17.43,65.21,250.07,True,True,67.34,1.65,52.51,1357114274500.0,-5.82,257.33,0.9,29.2,98.8,100.0,57.9
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Khác,HOSE,9.72,801.0,7.78,0.52,6.69,-8.98,-11.99,-20.23,False,False,46.0,0.38,19.09,388088900.0,-24.2,1.36,84.6,21.2,50.2,2.6,41.3
VIX,Công ty cổ phần Chứng khoán VIX,Chứng khoán,HOSE,12.85,42758.0,3.64,0.61,16.64,-23.77,-18.72,-54.35,False,False,31.88,1.45,49.22,558751177630.0,-59.65,14.82,93.8,74.3,27.2,98.2,66.9
VJC,Công ty cổ phần Hàng không Vietjet,Hàng không,HOSE,126.8,104183.0,33.99,2.92,8.58,-8.38,3.03,12.91,False,False,57.05,0.68,39.47,148276959000.0,-24.76,28.79,11.1,33.6,71.4,78.1,43.7
