symbol,name,sector,exch,price,mktcap_b,pe,pb,roe,ret_3m,ret_6m,ret_12m,above_ma50,above_ma200,rsi,beta,vol_ann,adv_vnd,from_52w_high,from_52w_low,value_score,quality_score,momentum_score,liquidity_score,composite
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Thực phẩm đồ uống,HOSE,16.05,9006.0,4.09,0.77,18.7,-15.08,-21.45,-37.8,False,False,18.87,0.78,28.77,28580149750.0,-37.8,2.23,87.8,80.5,27.4,40.4,56.4
DCM,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Hóa chất/Phân bón,HOSE,33.05,23982.0,9.05,1.63,18.04,-4.49,-22.4,-11.94,True,False,63.24,0.5,39.52,108719475750.0,-30.36,14.36,52.1,79.6,40.0,67.5,54.9
DGC,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Hóa chất/Phân bón,HOSE,35.95,20014.0,4.49,0.91,20.18,-10.39,-27.23,-54.51,True,False,46.38,0.65,46.72,32953082090.0,-54.73,20.48,83.2,84.1,25.3,44.7,56.1
DGW,Công ty cổ phần Thế giới số,Bán lẻ,HOSE,45.5,10008.0,18.27,2.9,15.85,13.04,7.14,2.43,True,True,62.08,0.95,40.99,86241556750.0,-16.78,37.25,20.0,68.1,88.9,63.2,63.0
DHG,Công ty Cổ phần Dược Hậu Giang,Dược phẩm,HOSE,90.5,13035.0,13.88,2.86,20.61,2.25,-0.46,-2.01,True,False,43.79,0.21,11.28,713223200.0,-7.09,5.88,28.5,85.0,76.8,3.5,49.1
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,BĐS dân dụng,HOSE,10.2,11469.0,12.59,0.69,5.48,-16.51,-20.5,-53.09,False,False,18.82,1.05,42.26,55565909390.0,-56.05,11.57,65.7,16.8,27.5,52.6,37.2
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí-CTCP,Hóa chất/Phân bón,HOSE,22.85,19514.0,14.46,1.37,9.46,3.85,-20.63,-10.93,True,False,55.88,0.53,36.42,81523183250.0,-28.22,11.18,39.8,37.2,50.4,61.4,43.2
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Khác,HOSE,10.6,16630.0,46.09,0.68,1.48,-20.3,-14.3,-50.07,False,False,14.63,1.0,42.07,125922470000.0,-50.07,6.32,46.0,6.2,33.5,71.1,34.2
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Ngân hàng,HOSE,16.4,42191.0,26.89,1.17,4.37,-21.9,-26.62,-40.36,False,False,26.83,1.14,35.35,72406415750.0,-40.36,2.5,36.6,13.3,14.7,58.8,25.4
ELC,Công ty Cổ phần công nghệ - viễn thông ELCOM,Công nghệ,HOSE,13.45,1987.0,11.21,1.06,9.49,-13.05,-18.69,-34.3,False,False,37.21,0.55,32.71,3590407375.0,-46.2,1.89,58.7,38.1,34.5,15.8,35.7
FPT,Công ty Cổ phần FPT,Công nghệ,HOSE,65.18,130659.0,11.81,3.04,25.71,-8.84,-13.96,-34.48,False,False,30.5,0.76,34.44,449911221370.0,-37.72,4.79,32.8,92.9,47.7,94.7,59.8
FRT,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ,HOSE,130.9,25733.0,28.03,5.35,19.07,5.72,-7.76,3.18,True,False,31.25,0.84,37.24,51889457500.0,-21.69,24.67,8.5,81.4,71.6,50.9,49.5
FTS,Công ty Cổ phần Chứng khoán FPT,Chứng khoán,HOSE,21.0,9598.0,16.67,1.66,9.96,-22.08,-10.65,-37.88,False,False,32.97,0.95,38.58,16313886250.0,-37.88,4.48,33.1,39.8,37.8,36.0,33.6
GAS,Tổng Công ty Khí Việt Nam-CTCP,Dầu khí,HOSE,88.0,191106.0,18.6,3.2,17.22,8.37,-0.11,39.24,True,True,60.1,0.71,48.8,155290897500.0,-31.62,57.14,16.9,76.1,81.6,78.9,64.7
GEG,Công ty Cổ phần Điện Gia Lai,Điện/Nước,HOSE,12.35,5482.0,6.24,0.89,14.29,-8.86,-20.2,-19.96,False,False,33.33,0.48,28.08,2021397750.0,-24.39,5.56,80.3,61.1,38.9,10.5,47.7
GMD,Công ty Cổ phần Gemadept,Vận tải/Cảng,HOSE,77.3,32072.0,18.54,2.46,13.29,0.39,3.98,7.78,True,True,39.58,0.77,33.79,73927250000.0,-5.75,38.58,23.3,55.8,79.8,59.6,57.6
GVR,Tập đoàn Công nghiệp Cao su Việt Nam,Khác,HOSE,31.9,132600.0,23.98,2.27,9.45,-9.12,-1.69,8.4,True,False,38.81,0.99,47.64,71142273500.0,-30.27,28.14,21.8,36.3,62.6,57.0,40.9
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Khác,HOSE,14.05,21039.0,7.36,1.18,16.1,-6.64,-8.47,-11.08,False,False,40.91,0.69,30.25,22502029750.0,-25.46,3.31,66.9,69.9,59.5,37.7,57.2
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Vận tải/Cảng,HOSE,47.95,10091.0,6.91,1.66,24.04,-7.56,-10.86,-14.82,True,False,50.88,0.78,35.25,34371871250.0,-29.7,9.23,58.6,91.2,53.0,46.5,59.5
HBC,Công ty cổ phần Tập đoàn Xây dựng Hoà Bình,Khác,HOSE,3.6,1771.0,5.22,0.64,12.26,-26.53,-33.33,-55.56,False,False,22.22,0.66,30.58,2615215600.0,-55.56,2.86,90.2,53.1,6.7,14.0,39.5
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Chứng khoán,HOSE,25.5,29861.0,25.25,2.59,10.26,4.69,43.92,8.58,True,True,37.18,0.97,34.72,100103640750.0,-3.77,54.85,17.8,41.6,92.8,66.7,57.8
HDB,Ngân hàng TMCP Phát triển T.P Hồ Chí Minh,Ngân hàng,HOSE,27.5,134141.0,7.72,1.69,21.84,9.34,7.21,14.12,True,True,45.1,0.98,32.76,299987597500.0,-7.41,24.26,54.8,89.4,88.8,90.4,82.7
HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,BĐS dân dụng,HOSE,11.45,3745.0,3.58,0.79,22.13,-28.21,-26.03,-58.46,False,False,17.86,0.99,39.76,11236506000.0,-64.89,5.05,88.0,90.3,10.7,28.1,51.6
HDG,Công ty Cổ phần Tập đoàn Hà Đô,BĐS dân dụng,HOSE,16.1,10303.0,7.74,0.87,11.21,-22.6,-38.08,-43.64,False,False,43.48,0.92,38.0,19597942000.0,-49.48,3.87,75.6,47.8,8.2,36.8,38.7
HPG,Công ty cổ phần Tập đoàn Hòa Phát,Thép,HOSE,21.55,215681.0,10.72,1.28,11.94,-8.69,-9.59,-20.47,False,False,43.42,0.73,27.23,427368296000.0,-20.47,5.9,51.1,49.6,56.0,93.0,56.7
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Thép,HOSE,10.15,10029.0,7.05,0.39,5.51,-15.06,-9.62,-36.25,False,False,17.39,0.74,28.59,25190646750.0,-36.25,1.0,89.7,17.7,45.6,38.6,47.0
HT1,Công ty Cổ phần xi măng VICEM Hà Tiên,VLXD,HOSE,11.8,5838.0,16.39,0.89,5.41,-12.46,-23.75,-36.36,False,False,16.97,0.62,33.93,2274476630.0,-39.68,4.07,53.9,15.9,27.9,11.4,26.3
IDC,Tổng công ty IDICO - Công ty Cổ phần,BĐS KCN,HNX,32.2,18482.0,6.33,1.89,29.91,-12.26,-16.05,-12.35,False,False,45.83,0.87,37.4,38535006085.0,-28.69,14.6,56.6,95.6,39.8,48.2,56.4
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,BĐS dân dụng,HOSE,6.92,6579.0,7.28,0.54,7.42,-23.61,-28.05,-46.65,False,False,22.12,0.86,30.65,9769628150.0,-48.57,3.44,85.7,26.5,10.9,25.4,35.2
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Dược phẩm,HOSE,38.05,8609.0,16.76,2.54,15.15,-15.14,-29.79,-29.28,True,False,46.7,0.27,24.54,376544750.0,-31.9,8.71,25.4,64.6,16.5,1.8,24.9
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP,BĐS KCN,HOSE,26.0,32867.0,10.61,0.9,8.48,-13.33,-16.53,-33.67,False,False,11.9,0.97,35.18,35600165500.0,-33.67,0.0,65.3,32.7,36.0,47.4,42.5
KDC,Công ty Cổ phần Tập đoàn Kido,Thực phẩm đồ uống,HOSE,51.1,13838.0,28.39,2.08,7.33,0.79,2.2,-4.17,True,True,11.76,0.1,21.05,5885601000.0,-4.17,22.84,20.0,25.7,78.6,18.4,41.6
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,BĐS dân dụng,HOSE,15.8,29234.0,16.81,0.95,5.67,-31.3,-39.81,-54.66,False,False,14.86,0.93,35.93,89649758500.0,-55.93,3.27,49.2,19.5,3.2,64.0,27.9
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,BĐS dân dụng,HOSE,4.55,2481.0,28.44,0.39,1.36,-9.18,-16.51,-37.07,False,False,11.36,0.67,28.98,7381781550.0,-47.7,0.0,55.4,5.3,42.8,21.9,30.6
LCG,Công ty cổ phần LIZEN,Xây dựng,HOSE,6.78,2087.0,9.29,0.52,5.58,-20.7,-25.93,-39.17,False,False,21.52,0.79,29.7,5990582750.0,-40.78,1.5,81.0,18.6,16.8,19.3,32.7
LPB,Ngân hàng Thương mại cổ phần Lộc Phát Việt Nam,Ngân hàng,HOSE,48.0,139655.0,12.57,3.04,24.18,0.0,15.7,14.01,False,True,42.23,0.4,32.28,127519028750.0,-14.29,25.88,30.1,92.0,85.4,71.9,72.1
MBB,Ngân hàng Thương mại cổ phần Quân đội,Ngân hàng,HOSE,19.9,212652.0,5.99,1.18,19.64,-0.61,-5.89,-7.46,False,False,30.51,0.82,26.98,246584238000.0,-14.32,10.35,72.1,83.2,68.9,87.7,73.6
MBS,Công ty cổ phần Chứng khoán MB,Ngân hàng,HNX,17.0,20319.0,9.88,1.39,14.02,-12.74,-4.87,-32.95,False,False,34.62,1.2,40.45,57428408715.0,-37.2,3.66,49.8,59.3,55.3,53.5,51.4
MCH,Công ty Cổ phần Hàng tiêu dùng Masan,Khác,HOSE,143.0,183037.0,22.59,8.34,36.93,14.72,-9.86,38.25,True,False,55.34,0.52,33.46,90168175000.0,-20.2,40.21,11.6,98.2,71.4,64.9,56.9
MIG,Tổng Công ty cổ phần Bảo hiểm Quân đội,Bảo hiểm,HOSE,15.7,3786.0,11.89,1.24,10.41,-5.56,-2.81,-4.75,False,False,44.29,0.46,31.11,1600447325.0,-17.89,9.66,51.3,42.5,67.2,8.8,43.3
MSN,Công ty Cổ phần Tập đoàn MaSan,Thực phẩm đồ uống,HOSE,68.4,114950.0,24.0,2.79,11.62,-5.0,-9.28,-22.71,True,False,36.51,0.82,28.17,288756713500.0,-22.71,7.04,16.9,48.7,60.7,89.5,47.7
MWG,Công ty cổ phần Đầu tư Thế giới Di động,Bán lẻ,HOSE,72.5,128340.0,15.2,3.28,21.56,-5.61,-10.65,-7.39,False,False,38.97,1.13,34.81,189094948500.0,-21.42,16.31,22.7,88.5,57.1,82.5,56.6
NKG,Công ty Cổ phần Thép Nam Kim,Thép,HOSE,9.89,6624.0,22.48,0.58,2.58,-18.93,-20.59,-44.78,False,False,5.38,0.8,31.66,15718420100.0,-45.33,0.0,57.2,8.0,24.9,35.1,28.7
NLG,Công ty cổ phần Đầu tư Nam Long,BĐS dân dụng,HOSE,24.1,14044.0,16.62,0.77,4.64,-10.91,-12.27,-35.01,True,False,45.74,0.96,39.55,51497890500.0,-38.44,20.5,56.1,14.2,45.6,50.0,38.8
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện/Nước,HOSE,20.8,7542.0,5.99,1.27,21.12,-9.57,-19.69,-2.75,False,False,42.86,0.65,30.25,10331574000.0,-28.03,2.72,67.4,86.7,38.1,26.3,52.9
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,BĐS dân dụng,HOSE,12.8,37875.0,14.38,0.53,3.66,-0.78,-1.01,-12.08,False,False,41.18,0.88,47.43,156658525500.0,-32.88,31.05,67.0,9.7,72.3,79.8,54.1
PAN,Công ty Cổ phần Tập đoàn PAN,Khác,HOSE,18.6,6789.0,5.78,0.73,12.59,-18.6,-18.54,-30.52,False,False,26.42,0.51,28.32,8153512250.0,-30.52,2.2,85.1,54.0,30.4,23.7,47.2
PC1,Công ty Cổ phần Tập đoàn PC1,Xây dựng,HOSE,20.05,11043.0,7.92,1.27,15.98,-5.65,-21.98,-14.76,False,False,45.16,0.73,43.41,28677761250.0,-36.04,13.6,60.5,69.0,39.1,41.2,49.7
PDR,Công ty cổ phần Phát triển Bất động sản Phát Đạt,Khác,HOSE,11.5,16115.0,38.33,4.05,10.56,-23.33,-25.32,-51.78,False,False,4.0,1.06,37.75,55102985250.0,-56.27,3.14,7.1,44.2,15.8,51.8,23.7
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Bán lẻ,HOSE,38.9,5069.0,22.88,1.77,7.72,1.62,23.28,79.18,True,True,47.33,1.0,49.1,12350422500.0,-3.59,94.72,25.8,30.1,89.3,28.9,49.4
PHR,Công ty cổ phần Cao su Phước Hòa,Khác,HOSE,31.55,8414.0,8.35,1.05,12.61,-10.56,-4.7,-1.3,False,False,27.97,0.69,36.64,15191412745.0,-18.46,19.5,67.8,54.9,58.6,34.2,52.9
PLC,Tổng Công ty Hóa dầu Petrolimex-CTCP,Khác,HNX,19.2,1907.0,112.94,1.27,1.12,-9.0,-25.87,-35.57,False,False,38.3,1.02,48.21,2302450010.0,-48.25,8.47,24.3,3.5,30.4,12.3,16.0
PLX,Tập đoàn Xăng dầu Việt Nam,Dầu khí,HOSE,37.4,50188.0,17.73,1.81,10.23,0.23,-15.78,8.36,True,False,50.0,0.7,46.89,197784040250.0,-44.26,18.65,28.9,40.7,54.7,84.2,46.4
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Bán lẻ,HOSE,36.75,38379.0,2.19,0.47,21.3,-45.23,-52.03,-35.86,False,False,19.32,0.92,46.68,214801391250.0,-56.6,19.51,98.2,87.6,1.8,85.1,61.4
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện/Nước,HOSE,12.6,40649.0,15.95,1.13,7.09,-9.35,-2.7,-2.59,False,False,26.67,0.72,33.3,84022024500.0,-23.87,15.49,47.7,23.0,61.1,62.3,45.4
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Điện/Nước,HOSE,8.78,3238.0,16.88,0.63,3.73,-9.2,-19.45,-15.49,False,False,24.0,0.23,16.12,918951150.0,-21.26,0.34,59.2,10.6,39.3,4.4,28.7
PTB,Công ty Cổ phần Phú Tài,Khác,HOSE,29.8,3968.0,4.81,0.71,14.76,-15.73,-23.11,-15.57,False,False,31.05,0.67,28.34,3651710875.0,-32.94,1.19,87.6,62.4,23.5,16.7,46.5
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Dầu khí,HOSE,19.2,18316.0,16.13,0.67,4.13,3.2,-12.93,37.39,True,True,44.29,0.73,45.54,108792087500.0,-28.79,69.54,60.8,11.5,61.1,68.4,53.4
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX,33.3,19536.0,9.35,1.13,12.12,2.46,-6.85,20.75,True,True,52.34,0.73,47.29,118798781531.0,-26.81,51.58,62.0,52.2,70.9,69.3,66.6
PVT,Tổng công ty Cổ phần Vận tải Dầu khí,Dầu khí,HOSE,22.8,10221.0,10.32,1.24,11.97,12.32,7.64,37.04,True,True,73.39,0.63,44.24,119982340250.0,-18.31,51.08,54.0,50.4,90.2,70.2,69.9
REE,Công ty Cổ phần Cơ điện lạnh,Điện/Nước,HOSE,47.05,35316.0,10.07,1.22,12.08,-6.65,-17.27,-19.15,True,False,62.79,0.45,23.41,14690971750.0,-24.54,7.3,55.4,51.3,46.0,31.6,44.3
SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,Thực phẩm đồ uống,HOSE,44.3,58292.0,12.84,2.69,20.92,-1.66,6.76,5.72,False,False,32.71,0.54,28.77,26538763750.0,-11.83,12.2,32.1,85.8,77.9,39.5,57.1
SBT,Công ty cổ phần Thành Thành Công - Biên Hòa,Thực phẩm đồ uống,HOSE,23.2,18672.0,25.49,1.85,7.25,7.66,16.0,1.83,True,True,61.54,0.22,19.23,28933737500.0,-8.58,19.38,22.2,24.8,91.9,43.0,50.5
SCS,Công ty cổ phần Dịch vụ Hàng hóa Sài Gòn,Khác,HOSE,44.8,5143.0,5.66,2.72,48.06,-5.93,-10.21,-18.61,True,False,51.76,0.35,18.84,4147531750.0,-20.05,5.16,53.1,100.0,57.2,17.5,56.2
SHB,Ngân hàng Thương mại cổ phần Sài Gòn - Hà Nội,Ngân hàng,HOSE,11.8,76807.0,4.54,0.73,16.17,-14.18,-20.18,-32.74,False,False,43.59,0.77,26.79,552453253000.0,-34.22,5.36,87.4,70.8,31.1,96.5,65.1
SHS,Công ty Cổ phần Chứng Khoán Sài Gòn Hà Nội,Chứng khoán,HNX,14.4,16280.0,9.6,1.02,10.62,-23.4,-8.28,-45.86,False,False,27.59,1.37,47.07,145032368275.0,-47.45,2.86,63.1,45.1,40.7,77.2,51.6
SJS,Công ty Cổ phần SJ Group,Khác,HOSE,56.7,15766.0,56.7,5.17,9.12,14.78,14.31,-30.26,True,True,70.33,0.55,31.53,1803351000.0,-30.26,20.38,4.4,35.4,93.3,9.6,42.5
SSB,Ngân hàng Thương mại cổ phần Đông Nam Á,Ngân hàng,HOSE,24.1,47938.0,12.42,1.7,13.66,61.74,71.37,46.33,True,True,89.32,0.42,26.63,70202167750.0,0.0,78.2,41.4,58.4,100.0,56.1,68.7
SSI,Công ty cổ phần Chứng khoán SSI,Chứng khoán,HOSE,21.4,72117.0,12.51,1.35,10.77,-1.39,-0.84,-28.58,True,False,46.38,1.18,35.99,449138175750.0,-29.09,21.69,45.8,46.0,71.4,93.9,59.2
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,HOSE,78.2,122350.0,24.83,2.46,9.92,8.16,23.34,39.64,True,True,62.33,0.74,38.05,271564656000.0,0.0,70.0,19.8,38.9,94.4,88.6,62.1
SZC,Công ty cổ phần Sonadezi Châu Đức,BĐS KCN,HOSE,17.85,5238.0,9.3,1.0,10.79,-18.54,-35.11,-46.84,False,False,29.87,0.84,34.13,7039681125.0,-49.0,9.72,65.8,46.9,12.8,20.2,34.1
TCB,Ngân hàng TMCP Kỹ Thương Việt Nam (Techcombank),Ngân hàng,HOSE,31.6,231720.0,8.83,1.31,14.89,2.1,7.37,-15.08,True,False,37.24,1.06,31.6,480236892500.0,-21.88,12.42,56.9,63.7,84.4,95.6,70.8
TCH,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,BĐS dân dụng,HOSE,11.85,15551.0,13.78,0.59,4.29,-12.52,-10.72,-37.79,True,False,42.02,1.2,45.26,71315501235.0,-47.06,18.5,67.9,12.4,46.5,57.9,43.4
TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Khác,HOSE,6.65,1707.0,,0.65,-5.44,-26.11,-36.97,-52.5,False,False,0.0,0.36,23.64,957928150.0,-53.5,0.0,68.8,1.8,6.3,5.3,19.5
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,Ngân hàng,HOSE,14.1,45494.0,5.28,0.92,17.51,-12.96,-11.88,-25.23,False,False,38.24,0.9,27.6,98917935000.0,-25.98,1.44,80.7,77.0,43.0,65.8,62.8
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Khác,HOSE,25.75,2448.0,18.39,1.37,7.43,-12.71,-27.97,-28.61,False,False,42.22,0.61,33.19,2440630750.0,-40.19,8.88,33.1,27.4,21.9,13.2,21.8
VCB,Ngân hàng Thương mại cổ phần Ngoại thương Việt Nam,Ngân hàng,HOSE,59.9,500505.0,14.23,2.23,15.67,-2.1,1.0,-7.54,True,False,47.37,0.73,27.54,306079569500.0,-20.52,10.93,32.9,67.3,72.8,91.2,60.6
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Xây dựng,HOSE,14.4,14449.0,2.54,0.83,32.59,-18.14,-29.54,-43.33,False,False,9.3,0.81,35.51,33768532750.0,-43.33,0.35,87.8,97.3,15.3,45.6,57.7
VCI,Công ty Cổ phần Chứng khoán VIETCAP,Chứng khoán,HOSE,20.65,31445.0,11.16,0.68,6.12,-16.06,-19.89,-36.9,False,False,34.71,1.05,37.99,222154418500.0,-36.9,11.92,70.6,20.4,29.5,86.0,46.0
VCS,Công ty cổ phần VICOSTONE,VLXD,HNX,31.3,6416.0,7.21,0.98,13.53,-14.25,-18.69,-31.45,False,False,36.67,0.45,20.9,1369918980.0,-34.71,1.29,73.4,57.5,33.1,7.9,42.7
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Chứng khoán,HOSE,10.9,4080.0,11.98,0.93,7.78,-25.34,-26.85,-53.72,False,False,24.53,1.08,39.63,7927989250.0,-53.72,4.81,60.4,31.0,11.8,22.8,29.0
VGC,Tổng Công ty Viglacera - CTCP,Khác,HOSE,40.5,20803.0,12.94,2.1,16.24,-0.57,-6.2,-24.18,True,False,45.93,0.93,37.38,12870244250.0,-25.64,16.05,36.0,71.7,68.8,29.8,50.3
VHC,Công ty Cổ phần Vĩnh Hoàn,Thực phẩm đồ uống,HOSE,50.1,13737.0,7.93,1.17,14.76,-12.87,-14.65,-19.38,False,False,25.0,0.6,30.72,14878497500.0,-27.6,0.0,65.6,62.4,39.6,32.5,48.1
VHM,Công ty cổ phần Vinhomes,BĐS dân dụng,HOSE,71.0,581610.0,6.96,1.22,17.6,1.48,44.14,41.11,False,True,37.0,1.78,54.65,612952909500.0,-10.09,69.69,66.5,77.9,90.5,99.1,85.3
VIB,Ngân hàng Thương mại cổ phần Quốc tế Việt Nam,Ngân hàng,HOSE,13.6,59230.0,6.36,0.99,15.51,-7.21,-6.5,-26.77,True,False,55.71,0.85,24.8,65383565420.0,-26.77,5.25,75.6,66.4,61.9,55.3,62.6
VIC,Tập đoàn Vingroup - Công ty Cổ phần,Khác,HOSE,241.2,1441028.0,162.97,12.54,7.69,17.37,66.34,250.07,True,True,61.16,1.65,52.5,1473908364500.0,-5.82,257.33,0.9,29.2,98.8,100.0,57.9
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Khác,HOSE,9.73,801.0,7.78,0.52,6.69,-8.49,-10.79,-21.32,False,False,47.06,0.38,19.09,388661100.0,-24.12,1.46,85.1,21.2,52.6,2.6,42.2
VIX,Công ty cổ phần Chứng khoán VIX,Chứng khoán,HOSE,13.15,42758.0,3.73,0.62,16.64,-20.87,-14.77,-56.34,False,False,32.86,1.45,49.28,568035207170.0,-58.71,17.51,93.8,74.3,31.8,98.2,68.3
