symbol,name,sector,exch,price,mktcap_b,pe,pb,roe,ret_3m,ret_6m,ret_12m,above_ma50,above_ma200,rsi,beta,vol_ann,adv_vnd,from_52w_high,from_52w_low,value_score,quality_score,momentum_score,liquidity_score,composite
FPT,Công ty Cổ phần FPT,Công nghệ,HOSE,66.6,130659.0,12.07,3.1,25.71,3.47,1.6,-28.87,True,False,50.23,0.74,32.41,437954465600.0,-30.0,17.78,31.2,92.9,73.7,93.9,67.0
FRT,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ,HOSE,131.0,25733.0,28.05,5.35,19.07,6.79,-8.3,3.03,True,False,25.73,0.84,37.16,47570069000.0,-21.63,24.76,8.5,81.4,61.2,50.0,46.3
FTS,Công ty Cổ phần Chứng khoán FPT,Chứng khoán,HOSE,20.7,9598.0,16.43,1.64,9.96,-21.29,-3.09,-38.6,False,False,27.47,0.95,38.58,16312116250.0,-38.6,2.99,33.8,39.8,41.2,36.0,34.9
GAS,Tổng Công ty Khí Việt Nam-CTCP,Dầu khí,HOSE,86.0,191106.0,18.18,3.13,17.22,12.16,9.93,38.27,True,True,60.9,0.7,48.78,148247973515.0,-31.24,58.03,17.8,76.1,85.4,78.1,65.9
GEG,Công ty Cổ phần Điện Gia Lai,Điện/Nước,HOSE,12.35,5482.0,6.24,0.89,14.29,-9.85,-18.19,-18.95,False,False,29.41,0.48,28.04,1996372000.0,-24.39,5.56,80.5,61.1,29.5,10.5,44.9
GMD,Công ty Cổ phần Gemadept,Vận tải/Cảng,HOSE,77.4,32072.0,18.56,2.47,13.29,1.31,10.62,8.22,True,True,38.95,0.75,33.15,62424867000.0,-5.63,38.76,22.7,55.8,79.3,55.3,56.5
GVR,Tập đoàn Công nghiệp Cao su Việt Nam,Khác,HOSE,32.2,132600.0,24.21,2.29,9.45,-4.02,12.59,13.01,True,False,48.74,0.98,47.6,72650428500.0,-29.62,29.35,21.8,36.3,75.6,57.9,44.9
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Khác,HOSE,14.0,21039.0,7.33,1.18,16.1,-6.67,-7.59,-10.26,False,False,42.31,0.69,30.23,22811377250.0,-25.73,2.94,67.2,69.9,50.5,37.7,54.5
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Vận tải/Cảng,HOSE,48.3,10091.0,6.96,1.67,24.04,-5.13,1.17,-12.86,True,False,51.42,0.78,35.25,32443007750.0,-29.18,10.02,58.1,91.2,64.7,44.7,62.6
HBC,Công ty cổ phần Tập đoàn Xây dựng Hoà Bình,Khác,HOSE,3.5,1771.0,5.07,0.62,12.26,-28.57,-31.37,-55.13,False,False,22.22,0.64,30.47,2704981760.0,-55.13,0.0,90.9,53.1,5.1,14.0,39.2
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Chứng khoán,HOSE,25.0,29861.0,24.75,2.54,10.26,5.25,51.81,9.61,False,True,36.71,0.97,34.75,100020514500.0,-5.66,51.81,18.2,41.6,91.9,65.8,57.5
HDB,Ngân hàng TMCP Phát triển T.P Hồ Chí Minh,Ngân hàng,HOSE,27.55,134141.0,7.74,1.69,21.84,7.41,13.37,15.63,True,True,45.28,0.98,32.75,305111752750.0,-7.24,24.49,53.9,89.4,87.0,90.4,81.9
HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,BĐS dân dụng,HOSE,11.8,3745.0,3.69,0.82,22.13,-23.13,-16.75,-55.76,False,False,40.0,0.99,39.86,11733887750.0,-63.82,8.26,87.8,90.3,20.4,28.1,54.4
HDG,Công ty Cổ phần Tập đoàn Hà Đô,BĐS dân dụng,HOSE,16.05,10303.0,7.72,0.87,11.21,-23.75,-37.4,-41.25,False,False,41.18,0.92,37.91,18723855500.0,-49.64,3.55,76.0,47.8,6.0,36.8,38.2
HPG,Công ty cổ phần Tập đoàn Hòa Phát,Thép,HOSE,21.15,215681.0,10.52,1.26,11.94,-9.23,-7.09,-18.87,False,False,38.27,0.73,27.25,420373981750.0,-19.96,3.93,53.6,49.6,48.2,93.0,55.1
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Thép,HOSE,10.1,10029.0,7.01,0.39,5.51,-14.04,-5.19,-33.18,False,False,13.64,0.74,28.48,25332227500.0,-33.35,0.5,89.7,17.7,45.8,40.4,47.4
HT1,Công ty Cổ phần xi măng VICEM Hà Tiên,VLXD,HOSE,12.4,5838.0,17.22,0.93,5.41,-7.0,-12.14,-29.42,True,False,54.85,0.62,33.96,2490658085.0,-36.62,9.36,49.0,15.9,45.4,13.2,30.5
IDC,Tổng công ty IDICO - Công ty Cổ phần,BĐS KCN,HNX,33.6,18482.0,6.6,1.97,29.91,-6.22,-9.09,-5.74,True,False,59.02,0.86,37.43,42087507865.0,-25.59,19.58,56.1,95.6,48.6,48.2,58.9
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,BĐS dân dụng,HOSE,6.84,6579.0,7.2,0.53,7.42,-24.58,-28.17,-46.92,False,False,21.21,0.85,30.08,9585486550.0,-49.17,2.24,86.4,26.5,8.4,25.4,34.7
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Dược phẩm,HOSE,37.6,8609.0,16.56,2.51,15.15,-12.68,-29.86,-29.34,True,False,39.0,0.27,24.44,347771750.0,-32.7,7.43,26.2,64.6,19.5,0.9,25.9
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP,BĐS KCN,HOSE,26.0,32867.0,10.61,0.9,8.48,-11.86,-3.88,-28.96,False,False,11.11,0.97,35.04,35159224750.0,-31.58,0.0,65.5,32.7,49.1,47.4,46.5
KDC,Công ty Cổ phần Tập đoàn Kido,Thực phẩm đồ uống,HOSE,51.0,13838.0,28.33,2.08,7.33,2.1,3.03,0.23,True,True,15.38,0.1,20.94,6200960500.0,-4.18,22.6,20.0,25.7,75.6,19.3,40.9
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,BĐS dân dụng,HOSE,16.0,29234.0,17.02,0.96,5.67,-27.11,-33.33,-52.24,False,False,20.27,0.93,35.93,89094390000.0,-55.37,4.58,48.6,19.5,4.9,64.0,28.3
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,BĐS dân dụng,HOSE,4.57,2481.0,28.56,0.39,1.36,-8.05,-10.39,-35.99,False,False,27.42,0.68,29.18,7172405900.0,-47.47,2.7,55.4,5.3,44.9,21.9,31.2
LCG,Công ty cổ phần LIZEN,Xây dựng,HOSE,6.77,2087.0,9.27,0.52,5.58,-20.35,-19.35,-35.77,False,False,25.68,0.78,29.32,6039531450.0,-40.86,1.35,80.8,18.6,16.7,18.4,32.4
LPB,Ngân hàng Thương mại cổ phần Lộc Phát Việt Nam,Ngân hàng,HOSE,46.3,139655.0,12.12,2.93,24.18,-11.98,19.06,8.15,False,True,34.33,0.4,32.51,127085060750.0,-17.32,21.42,31.2,92.0,70.4,71.1,67.7
MBB,Ngân hàng Thương mại cổ phần Quân đội,Ngân hàng,HOSE,20.1,212652.0,6.05,1.19,19.64,1.19,0.38,-7.05,True,False,35.82,0.82,26.9,254228672500.0,-13.46,11.46,71.0,83.2,69.5,87.7,73.5
MBS,Công ty cổ phần Chứng khoán MB,Ngân hàng,HNX,16.7,20319.0,9.71,1.36,14.02,-13.01,-0.63,-31.93,False,False,28.57,1.19,40.26,57653735860.0,-38.31,1.83,50.5,59.3,51.4,53.5,50.4
MCH,Công ty Cổ phần Hàng tiêu dùng Masan,Khác,HOSE,143.4,183037.0,22.65,8.37,36.93,14.5,-0.05,38.1,True,False,52.08,0.52,33.44,98671217000.0,-19.98,40.6,11.6,98.2,76.3,64.9,58.4
MIG,Tổng Công ty cổ phần Bảo hiểm Quân đội,Bảo hiểm,HOSE,15.85,3786.0,12.01,1.25,10.41,-4.39,-3.84,-3.84,False,False,47.69,0.46,31.11,1604915000.0,-17.11,10.71,50.7,42.5,59.5,8.8,40.8
MSN,Công ty Cổ phần Tập đoàn MaSan,Thực phẩm đồ uống,HOSE,70.3,114950.0,24.67,2.87,11.62,-1.68,-0.71,-16.51,True,False,50.53,0.82,28.24,296519337500.0,-20.29,10.02,15.8,48.7,64.2,89.5,48.5
MWG,Công ty cổ phần Đầu tư Thế giới Di động,Bán lẻ,HOSE,72.8,128340.0,15.26,3.29,21.56,-2.72,-0.36,-5.22,True,False,42.25,1.13,34.84,190835983000.0,-21.1,16.79,22.7,88.5,64.2,83.3,58.9
NKG,Công ty Cổ phần Thép Nam Kim,Thép,HOSE,9.91,6624.0,22.52,0.58,2.58,-17.07,-15.17,-43.66,False,False,11.76,0.79,31.67,16184475100.0,-45.22,0.2,57.0,8.0,28.9,35.1,29.9
NLG,Công ty cổ phần Đầu tư Nam Long,BĐS dân dụng,HOSE,23.8,14044.0,16.41,0.76,4.64,-7.39,-8.11,-35.03,True,False,44.79,0.95,39.56,48806584250.0,-39.2,19.0,56.6,14.2,48.1,50.9,39.8
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện/Nước,HOSE,20.75,7542.0,5.98,1.26,21.12,-8.99,-15.82,-3.42,False,False,45.65,0.65,30.16,10041047250.0,-28.2,2.47,68.3,86.7,37.5,26.3,52.9
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,BĐS dân dụng,HOSE,12.55,37875.0,14.1,0.52,3.66,2.03,7.5,-12.96,False,False,40.38,0.89,47.44,160119519750.0,-34.19,28.49,67.7,9.7,78.9,79.8,56.3
PAN,Công ty Cổ phần Tập đoàn PAN,Khác,HOSE,18.5,6789.0,5.75,0.72,12.59,-18.5,-12.75,-26.64,False,False,29.41,0.5,27.64,8079771750.0,-29.19,1.65,85.1,54.0,30.2,23.7,47.1
PC1,Công ty Cổ phần Tập đoàn PC1,Xây dựng,HOSE,20.85,11043.0,8.24,1.32,15.98,-4.79,-17.75,-8.14,True,False,52.63,0.73,43.52,31628840750.0,-33.49,18.13,58.7,69.0,37.7,43.9,49.2
PDR,Công ty cổ phần Phát triển Bất động sản Phát Đạt,Khác,HOSE,11.75,16115.0,39.17,4.14,10.56,-20.34,-18.97,-49.57,False,False,24.0,1.06,37.8,54471794500.0,-55.32,5.38,6.7,44.2,17.5,52.6,24.2
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Bán lẻ,HOSE,41.5,5069.0,24.41,1.89,7.72,17.52,51.95,99.6,True,True,63.13,1.0,49.37,15265565500.0,0.0,107.74,23.5,30.1,98.4,32.5,52.2
PHR,Công ty cổ phần Cao su Phước Hòa,Khác,HOSE,31.65,8414.0,8.37,1.06,12.61,-8.88,2.68,1.6,False,False,28.34,0.68,36.62,14806434055.0,-18.21,19.88,67.6,54.9,62.1,31.6,53.4
PLC,Tổng Công ty Hóa dầu Petrolimex-CTCP,Khác,HNX,19.2,1907.0,112.94,1.27,1.12,-8.13,-13.9,-32.87,False,False,40.82,1.01,47.99,2401658390.0,-48.25,8.47,24.3,3.5,41.9,12.3,19.5
PLX,Tập đoàn Xăng dầu Việt Nam,Dầu khí,HOSE,36.5,50188.0,17.3,1.77,10.23,0.29,-7.78,4.73,True,False,51.77,0.7,46.92,199068585500.0,-45.6,15.8,29.3,40.7,56.0,84.2,46.9
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Bán lẻ,HOSE,35.8,38379.0,2.13,0.45,21.3,-45.09,-49.48,-36.73,False,False,19.12,0.91,46.76,211104749250.0,-57.72,16.42,98.2,87.6,1.8,85.1,61.4
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện/Nước,HOSE,12.8,40649.0,16.2,1.15,7.09,-10.49,0.79,1.56,False,False,40.63,0.72,33.31,85988007500.0,-22.66,17.32,46.8,23.0,56.5,63.2,44.0
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Điện/Nước,HOSE,8.82,3238.0,16.96,0.63,3.73,-8.41,-16.4,-15.1,False,False,30.77,0.23,16.12,698582900.0,-20.9,0.8,59.4,10.6,37.5,3.5,28.1
PTB,Công ty Cổ phần Phú Tài,Khác,HOSE,28.95,3968.0,4.68,0.69,14.76,-18.8,-19.57,-17.19,False,False,16.45,0.67,28.37,3652418500.0,-34.85,0.0,87.6,62.4,17.2,15.8,44.5
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Dầu khí,HOSE,19.15,18316.0,16.09,0.66,4.13,3.26,-6.83,39.07,True,True,50.0,0.72,45.55,113808230250.0,-28.98,69.09,61.2,11.5,62.8,68.4,54.1
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX,33.2,19536.0,9.33,1.13,12.12,5.4,-1.63,20.39,True,True,51.33,0.72,47.28,120386784888.0,-27.03,51.12,62.2,52.2,69.5,69.3,66.3
PVT,Tổng công ty Cổ phần Vận tải Dầu khí,Dầu khí,HOSE,24.1,10221.0,10.9,1.31,11.97,20.8,24.75,44.86,True,True,79.1,0.64,44.44,133733252750.0,-13.65,59.7,50.7,50.4,95.6,73.7,71.2
REE,Công ty Cổ phần Cơ điện lạnh,Điện/Nước,HOSE,47.05,35316.0,10.07,1.22,12.08,-7.02,-16.76,-18.43,True,False,66.3,0.45,23.34,15731366750.0,-24.54,7.3,55.4,51.3,37.7,34.2,42.3
SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,Thực phẩm đồ uống,HOSE,44.65,58292.0,12.94,2.71,20.92,-0.16,11.24,5.2,False,True,42.15,0.54,28.75,24367178500.0,-11.13,13.09,31.6,85.8,77.7,39.5,62.9
SBT,Công ty cổ phần Thành Thành Công - Biên Hòa,Thực phẩm đồ uống,HOSE,22.6,18672.0,24.84,1.8,7.25,5.36,14.08,-0.6,True,True,42.42,0.22,19.36,28330321000.0,-10.94,16.29,23.1,24.8,85.4,42.1,48.6
SCS,Công ty cổ phần Dịch vụ Hàng hóa Sài Gòn,Khác,HOSE,44.35,5143.0,5.61,2.69,48.06,-6.32,-8.69,-20.08,False,False,48.98,0.36,18.84,4168047500.0,-20.86,4.11,53.5,100.0,48.8,17.5,53.8
SHB,Ngân hàng Thương mại cổ phần Sài Gòn - Hà Nội,Ngân hàng,HOSE,11.65,76807.0,4.48,0.72,16.17,-14.96,-17.92,-34.51,False,False,34.29,0.77,26.69,547054418250.0,-35.05,4.02,87.4,70.8,24.2,96.5,63.1
SHS,Công ty Cổ phần Chứng Khoán Sài Gòn Hà Nội,Chứng khoán,HNX,14.2,16280.0,9.47,1.0,10.62,-22.83,-4.05,-44.53,False,False,25.0,1.37,47.05,143669665835.0,-48.18,1.43,64.0,45.1,38.1,76.3,50.9
SJS,Công ty Cổ phần SJ Group,Khác,HOSE,56.4,15766.0,56.4,5.14,9.12,17.5,16.53,-27.41,True,True,51.43,0.54,30.51,1833022000.0,-28.52,19.75,4.4,35.4,92.3,9.6,42.2
SSB,Ngân hàng Thương mại cổ phần Đông Nam Á,Ngân hàng,HOSE,20.9,47938.0,10.77,1.47,13.66,37.95,49.94,25.32,True,True,65.32,0.42,28.4,73071903000.0,-13.28,54.54,47.2,58.4,98.4,58.8,70.3
SSI,Công ty cổ phần Chứng khoán SSI,Chứng khoán,HOSE,20.95,72117.0,12.25,1.32,10.77,-2.38,3.19,-27.33,True,False,44.59,1.18,36.03,475375949250.0,-30.58,19.14,46.7,46.0,71.8,94.7,59.7
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,HOSE,76.7,122350.0,24.35,2.41,9.92,6.97,27.83,36.48,True,True,54.62,0.74,38.09,258908171000.0,-1.92,66.74,20.9,38.9,93.2,88.6,62.1
SZC,Công ty cổ phần Sonadezi Châu Đức,BĐS KCN,HOSE,17.7,5238.0,9.22,0.99,10.79,-17.25,-31.02,-45.92,False,False,29.78,0.83,34.04,6999844845.0,-49.43,8.8,66.7,46.9,13.3,20.2,34.6
TCB,Ngân hàng TMCP Kỹ Thương Việt Nam (Techcombank),Ngân hàng,HOSE,32.3,231720.0,9.02,1.34,14.89,0.78,14.11,-12.53,True,True,41.67,1.06,31.64,498858098500.0,-20.15,14.91,56.1,63.7,82.5,95.6,75.9
TCH,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,BĐS dân dụng,HOSE,11.7,15551.0,13.6,0.58,4.29,-11.85,-13.91,-36.56,True,False,40.67,1.2,45.23,70918047435.0,-47.73,17.0,67.9,12.4,36.8,57.0,40.3
TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Khác,HOSE,6.68,1707.0,,0.65,-5.44,-24.94,-35.15,-52.14,False,False,3.57,0.36,23.61,1040068050.0,-53.29,0.91,68.8,1.8,4.7,6.1,19.2
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,Ngân hàng,HOSE,14.25,45494.0,5.34,0.93,17.51,-11.76,-5.63,-22.47,False,False,38.89,0.9,27.61,100427546250.0,-25.19,2.52,80.3,77.0,47.2,66.7,64.1
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Khác,HOSE,25.7,2448.0,18.36,1.36,7.43,-10.14,-27.3,-27.08,False,False,12.9,0.61,33.11,2204934750.0,-40.3,8.67,32.6,27.4,22.6,11.4,21.6
VCB,Ngân hàng Thương mại cổ phần Ngoại thương Việt Nam,Ngân hàng,HOSE,58.9,500505.0,13.99,2.19,15.67,-3.11,3.11,-7.68,True,False,42.86,0.73,27.59,310282602500.0,-21.85,9.07,32.9,67.3,70.2,91.2,59.8
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Xây dựng,HOSE,14.35,14449.0,2.53,0.82,32.59,-18.43,-22.16,-39.96,False,False,9.76,0.8,34.81,32778358750.0,-42.83,0.35,88.3,97.3,15.8,45.6,58.0
VCI,Công ty Cổ phần Chứng khoán VIETCAP,Chứng khoán,HOSE,20.4,31445.0,11.03,0.67,6.12,-16.73,-16.57,-34.85,False,False,31.01,1.05,37.96,224659848000.0,-36.75,10.57,69.9,20.4,26.7,86.0,44.9
VCS,Công ty cổ phần VICOSTONE,VLXD,HNX,30.8,6416.0,7.1,0.96,13.53,-14.44,-17.34,-35.75,False,False,32.35,0.45,20.87,1305750190.0,-35.75,0.0,74.0,57.5,27.2,7.9,41.1
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Chứng khoán,HOSE,10.7,4080.0,11.76,0.92,7.78,-24.65,-21.32,-52.44,False,False,24.07,1.08,39.51,7881294750.0,-52.44,2.88,62.4,31.0,11.2,22.8,29.4
VGC,Tổng Công ty Viglacera - CTCP,Khác,HOSE,41.0,20803.0,13.1,2.13,16.24,1.48,3.65,-19.89,True,False,52.85,0.93,37.39,13023628750.0,-24.73,17.48,36.0,71.7,76.5,28.9,52.5
VHC,Công ty Cổ phần Vĩnh Hoàn,Thực phẩm đồ uống,HOSE,49.45,13737.0,7.82,1.15,14.76,-15.47,-11.54,-20.3,False,False,25.69,0.58,29.85,15334527250.0,-28.54,0.0,66.9,62.4,33.7,33.3,46.8
VHM,Công ty cổ phần Vinhomes,BĐS dân dụng,HOSE,69.4,581610.0,6.8,1.2,17.6,-7.61,47.07,40.07,False,True,36.36,1.8,54.8,671905289000.0,-12.11,65.86,68.3,77.9,78.9,99.1,82.3
VIB,Ngân hàng Thương mại cổ phần Quốc tế Việt Nam,Ngân hàng,HOSE,13.4,59230.0,6.26,0.97,15.51,-8.86,-5.05,-25.05,False,False,43.6,0.85,24.78,67395840480.0,-25.05,3.7,76.0,66.4,51.9,56.1,59.9
VIC,Tập đoàn Vingroup - Công ty Cổ phần,Khác,HOSE,243.8,1441028.0,164.73,12.67,7.69,6.46,94.11,240.74,True,True,56.59,1.67,52.63,1429942545500.0,-4.8,240.74,0.9,29.2,95.1,100.0,56.8
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Khác,HOSE,9.84,801.0,7.87,0.53,6.69,-7.06,-7.46,-23.26,False,False,56.36,0.38,18.68,368705950.0,-23.26,2.61,83.7,21.2,50.0,2.6,41.0
VIX,Công ty cổ phần Chứng khoán VIX,Chứng khoán,HOSE,13.05,42758.0,3.7,0.62,16.64,-19.87,-10.73,-55.55,False,False,36.36,1.44,48.82,567901786750.0,-59.03,16.61,93.6,74.3,31.1,97.4,67.9
VJC,Công ty cổ phần Hàng không Vietjet,Hàng không,HOSE,135.9,104183.0,36.43,3.12,8.58,-1.16,16.39,24.42,True,True,72.8,0.66,40.05,158028037500.0,-19.36,38.03,10.2,33.6,81.6,78.9,52.6
