symbol,name,sector,exch,price,mktcap_b,pe,pb,roe,ret_3m,ret_6m,ret_12m,above_ma50,above_ma200,rsi,beta,vol_ann,adv_vnd,from_52w_high,from_52w_low,value_score,quality_score,momentum_score,liquidity_score,composite
CTR,Tổng Công ty Cổ phần Công trình Viettel,Xây dựng,HOSE,74.1,9917.0,14.14,4.1,29.0,1.65,2.02,-4.15,True,False,41.76,0.58,30.95,15197151000.0,-21.78,11.6,22.9,94.6,78.4,31.9,55.4
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Thực phẩm đồ uống,HOSE,15.75,9006.0,4.02,0.75,18.7,-15.32,-23.25,-35.79,False,False,24.39,0.77,28.63,27515382500.0,-38.33,0.32,87.5,80.4,26.7,42.5,56.4
DCM,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Hóa chất/Phân bón,HOSE,34.0,23982.0,9.32,1.68,18.04,3.05,-20.87,-4.61,True,False,61.07,0.49,39.5,113527816500.0,-28.36,17.65,48.5,79.5,51.7,67.3,57.3
DGC,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Hóa chất/Phân bón,HOSE,35.3,20014.0,4.41,0.89,20.18,-12.64,-22.15,-54.03,False,False,28.69,0.65,46.7,34030375090.0,-55.55,18.3,83.7,83.9,32.0,46.0,58.5
DGW,Công ty cổ phần Thế giới số,Bán lẻ,HOSE,45.8,10008.0,18.39,2.92,15.85,15.22,7.6,8.59,True,True,73.28,0.94,41.01,90205438500.0,-16.23,38.16,18.9,67.9,88.7,64.6,62.8
DHG,Công ty Cổ phần Dược Hậu Giang,Dược phẩm,HOSE,90.3,13035.0,13.85,2.85,20.61,1.48,-0.78,-1.75,True,False,45.51,0.21,11.23,662820365.0,-7.3,5.65,27.9,84.8,75.9,3.5,48.6
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,BĐS dân dụng,HOSE,9.83,11469.0,12.14,0.67,5.48,-16.3,-24.49,-53.59,False,False,19.77,1.04,41.96,45427188365.0,-57.64,7.53,66.5,17.0,24.6,49.6,36.0
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí-CTCP,Hóa chất/Phân bón,HOSE,22.7,19514.0,14.37,1.36,9.46,6.8,-17.54,-6.03,True,False,48.68,0.53,36.27,84661939750.0,-28.69,10.45,39.2,37.5,58.6,62.8,45.9
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Khác,HOSE,10.15,16630.0,44.13,0.65,1.48,-18.15,-18.22,-49.69,False,False,13.33,1.0,42.14,115918590750.0,-50.55,1.81,46.7,6.2,32.4,70.8,34.0
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Ngân hàng,HOSE,16.5,42191.0,27.05,1.18,4.37,-19.71,-26.83,-36.78,False,False,37.78,1.13,35.31,70177046750.0,-38.43,3.12,33.6,13.4,15.4,58.4,24.7
ELC,Công ty Cổ phần công nghệ - viễn thông ELCOM,Công nghệ,HOSE,13.7,1987.0,11.42,1.08,9.49,-10.89,-19.01,-35.6,False,False,49.35,0.54,32.84,4232664050.0,-45.2,5.38,56.9,38.4,39.1,16.8,36.9
FPT,Công ty Cổ phần FPT,Công nghệ,HOSE,65.3,130659.0,11.83,3.04,25.71,1.17,-5.43,-28.57,True,False,46.12,0.75,32.29,425923355700.0,-31.37,15.48,30.8,92.9,68.7,93.8,65.4
FRT,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ,HOSE,142.0,25733.0,30.41,5.8,19.07,16.66,-5.99,13.81,True,True,49.09,0.81,37.76,58282009500.0,-15.04,35.24,6.7,81.2,76.1,54.0,56.9
FTS,Công ty Cổ phần Chứng khoán FPT,Chứng khoán,HOSE,20.05,9598.0,15.91,1.58,9.96,-25.05,-11.49,-39.41,False,False,25.51,0.95,38.64,14394364250.0,-39.41,0.0,33.2,40.2,33.5,29.2,31.2
GAS,Tổng Công ty Khí Việt Nam-CTCP,Dầu khí,HOSE,82.0,191106.0,17.34,2.99,17.22,8.88,2.28,35.01,True,False,50.8,0.71,48.86,144845819020.0,-34.44,50.68,19.3,75.9,84.6,77.0,59.9
GEG,Công ty Cổ phần Điện Gia Lai,Điện/Nước,HOSE,12.1,5482.0,6.11,0.87,14.29,-10.37,-25.92,-22.3,False,False,5.88,0.48,27.95,2024739500.0,-25.92,3.42,80.5,61.6,28.1,9.7,44.5
GMD,Công ty Cổ phần Gemadept,Vận tải/Cảng,HOSE,76.3,32072.0,18.3,2.43,13.29,4.52,1.7,7.7,False,True,44.09,0.75,33.19,60976808000.0,-6.97,36.78,23.3,56.2,80.0,55.8,57.1
GVR,Tập đoàn Công nghiệp Cao su Việt Nam,Khác,HOSE,32.8,132600.0,24.66,2.33,9.45,-0.91,7.54,16.32,True,False,61.21,0.97,47.6,75167159750.0,-28.31,31.76,21.1,36.6,79.6,59.3,46.3
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Khác,HOSE,14.0,21039.0,7.33,1.18,16.1,-6.35,-12.23,-9.09,False,False,50.0,0.68,30.15,22903023750.0,-25.73,2.94,64.2,69.6,50.1,38.1,53.6
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Vận tải/Cảng,HOSE,49.35,10091.0,7.11,1.71,24.04,-2.15,-4.33,-8.26,True,False,59.91,0.77,35.26,34469574000.0,-27.64,12.41,54.8,91.1,68.7,46.9,63.3
HBC,Công ty cổ phần Tập đoàn Xây dựng Hoà Bình,Khác,HOSE,3.5,1771.0,5.07,0.62,12.26,-28.57,-33.96,-55.13,False,False,25.0,0.64,30.44,2598313950.0,-55.13,0.0,90.6,53.6,5.7,12.4,39.2
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Chứng khoán,HOSE,25.1,29861.0,24.85,2.55,10.26,8.02,37.97,11.08,False,True,35.56,0.97,34.79,90088640750.0,-5.28,52.42,17.9,42.0,94.5,63.7,57.9
HDB,Ngân hàng TMCP Phát triển T.P Hồ Chí Minh,Ngân hàng,HOSE,27.65,134141.0,7.77,1.7,21.84,8.01,11.04,18.74,True,True,57.89,0.97,32.78,308835302750.0,-6.9,24.94,53.2,89.3,89.4,91.2,82.6
HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,BĐS dân dụng,HOSE,11.5,3745.0,3.59,0.8,22.13,-22.56,-26.32,-57.98,False,False,42.86,0.99,39.84,10335129250.0,-64.74,5.5,87.9,90.2,14.9,26.5,52.5
HDG,Công ty Cổ phần Tập đoàn Hà Đô,BĐS dân dụng,HOSE,16.05,10303.0,7.72,0.87,11.21,-23.39,-42.3,-43.29,False,False,24.56,0.91,37.78,18260270250.0,-49.64,3.55,75.1,48.2,7.1,35.4,38.1
HPG,Công ty cổ phần Tập đoàn Hòa Phát,Thép,HOSE,20.8,215681.0,10.35,1.24,11.94,-11.11,-11.58,-20.35,False,False,38.16,0.73,27.17,388550575250.0,-21.29,2.21,51.4,50.0,46.7,92.9,54.1
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Thép,HOSE,10.0,10029.0,6.94,0.38,5.51,-14.53,-9.71,-32.64,False,False,16.67,0.73,28.37,23559827250.0,-32.98,0.0,90.3,17.9,46.9,38.9,47.7
HT1,Công ty Cổ phần xi măng VICEM Hà Tiên,VLXD,HOSE,11.8,5838.0,16.39,0.89,5.41,-11.83,-18.63,-32.08,False,False,41.7,0.63,34.37,3046794325.0,-39.68,4.07,51.9,16.1,38.6,14.2,29.5
IDC,Tổng công ty IDICO - Công ty Cổ phần,BĐS KCN,HNX,33.6,18482.0,6.6,1.97,29.91,-6.22,-17.64,-3.24,True,False,65.45,0.85,37.42,41297500645.0,-25.59,19.58,55.7,95.5,46.0,47.8,57.9
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,BĐS dân dụng,HOSE,6.81,6579.0,7.17,0.53,7.42,-24.35,-30.57,-48.3,False,False,26.51,0.84,29.77,8341335650.0,-49.39,1.79,85.6,26.8,8.8,23.9,34.4
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP,BĐS KCN,HOSE,26.0,32867.0,10.61,0.9,8.48,-11.26,-10.03,-27.98,False,False,10.71,0.96,34.86,32902925250.0,-31.58,0.0,63.2,33.0,49.0,45.1,45.5
KDC,Công ty Cổ phần Tập đoàn Kido,Thực phẩm đồ uống,HOSE,51.0,13838.0,28.33,2.08,7.33,2.2,2.82,0.43,True,True,15.38,0.09,20.77,5602677000.0,-4.18,22.6,20.2,25.9,80.2,17.7,42.1
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,BĐS dân dụng,HOSE,15.7,29234.0,16.7,0.95,5.67,-27.82,-39.26,-54.23,False,False,24.19,0.93,35.88,78170651000.0,-56.21,2.61,48.8,19.6,4.8,61.1,27.8
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,BĐS dân dụng,HOSE,4.55,2481.0,28.44,0.39,1.36,-7.71,-15.9,-35.83,False,False,22.41,0.68,29.17,6064860300.0,-47.7,2.25,55.4,5.4,45.8,19.5,31.1
LCG,Công ty cổ phần LIZEN,Xây dựng,HOSE,6.63,2087.0,9.08,0.51,5.58,-20.88,-25.76,-37.1,False,False,19.23,0.78,29.25,5677238150.0,-42.09,0.0,80.7,18.8,17.3,18.6,32.6
LPB,Ngân hàng Thương mại cổ phần Lộc Phát Việt Nam,Ngân hàng,HOSE,46.4,139655.0,12.15,2.94,24.18,-17.14,17.47,5.59,False,True,39.34,0.4,32.63,114829173250.0,-17.14,21.69,30.6,92.0,66.5,69.0,66.0
MBB,Ngân hàng Thương mại cổ phần Quân đội,Ngân hàng,HOSE,19.85,212652.0,5.98,1.17,19.64,0.34,-4.68,-7.0,False,False,38.71,0.81,26.84,243647603500.0,-14.54,10.07,70.9,83.0,69.9,87.6,73.5
MBS,Công ty cổ phần Chứng khoán MB,Ngân hàng,HNX,16.4,20319.0,9.53,1.34,14.02,-11.97,-8.61,-33.15,False,False,27.59,1.19,40.23,49566490215.0,-39.42,0.0,51.2,59.8,50.4,52.2,50.2
MCH,Công ty Cổ phần Hàng tiêu dùng Masan,Khác,HOSE,141.7,183037.0,22.39,8.27,36.93,12.34,-2.51,37.21,True,False,48.54,0.53,33.41,96279576500.0,-20.93,38.06,11.7,98.2,80.5,65.5,59.8
MIG,Tổng Công ty cổ phần Bảo hiểm Quân đội,Bảo hiểm,HOSE,15.55,3786.0,11.78,1.23,10.41,-6.2,-15.55,-4.57,False,False,43.48,0.46,31.12,1230874750.0,-18.68,8.61,49.8,42.9,48.5,8.0,37.2
MSN,Công ty Cổ phần Tập đoàn MaSan,Thực phẩm đồ uống,HOSE,70.8,114950.0,24.84,2.89,11.62,-0.98,-3.28,-15.61,True,False,59.18,0.81,28.14,298930201500.0,-19.73,10.8,16.4,49.1,70.8,89.4,50.7
MWG,Công ty cổ phần Đầu tư Thế giới Di động,Bán lẻ,HOSE,72.9,128340.0,15.28,3.3,21.56,-4.1,-6.52,-5.81,True,False,49.23,1.12,34.73,180798481500.0,-20.99,16.95,22.9,88.4,61.6,83.2,58.1
NKG,Công ty Cổ phần Thép Nam Kim,Thép,HOSE,9.7,6624.0,22.05,0.57,2.58,-18.14,-20.37,-45.56,False,False,11.68,0.8,31.57,15783846800.0,-45.56,0.0,56.8,8.0,30.1,34.5,30.1
NLG,Công ty cổ phần Đầu tư Nam Long,BĐS dân dụng,HOSE,22.8,14044.0,15.72,0.73,4.64,-10.41,-20.68,-37.38,False,False,17.05,0.96,39.63,46350211250.0,-41.76,14.0,57.3,14.3,37.3,51.3,36.9
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện/Nước,HOSE,20.9,7542.0,6.02,1.27,21.12,-8.53,-24.55,-8.88,False,False,58.82,0.64,30.1,10074168500.0,-27.68,3.21,66.0,86.6,31.9,25.7,50.5
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,BĐS dân dụng,HOSE,12.2,37875.0,13.71,0.5,3.66,-3.56,-4.96,-17.77,False,False,34.55,0.88,47.4,158203958750.0,-36.02,24.91,68.9,9.8,65.5,81.4,53.0
PAN,Công ty Cổ phần Tập đoàn PAN,Khác,HOSE,18.45,6789.0,5.73,0.72,12.59,-19.61,-15.26,-26.84,False,False,34.78,0.49,27.37,8074799250.0,-29.38,1.37,85.0,54.5,33.8,23.0,48.2
PC1,Công ty Cổ phần Tập đoàn PC1,Xây dựng,HOSE,21.05,11043.0,8.32,1.33,15.98,-4.32,-24.55,-9.0,True,False,67.27,0.73,43.51,32536691000.0,-32.85,19.26,57.0,68.8,37.6,44.2,48.7
PDR,Công ty cổ phần Phát triển Bất động sản Phát Đạt,Khác,HOSE,11.5,16115.0,38.33,4.05,10.56,-22.03,-24.84,-51.06,False,False,23.08,1.06,37.8,45798342750.0,-56.27,3.14,7.6,44.6,17.7,50.4,24.2
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Bán lẻ,HOSE,45.0,5069.0,26.47,2.04,7.72,28.18,44.03,113.98,True,True,78.63,0.97,49.7,22799286000.0,0.0,125.26,21.5,30.4,99.1,37.2,52.7
PHR,Công ty cổ phần Cao su Phước Hòa,Khác,HOSE,32.0,8414.0,8.47,1.07,12.61,-4.89,-0.9,4.55,False,False,31.22,0.67,36.58,14811405180.0,-17.3,21.2,65.5,55.4,69.0,31.0,54.9
PLC,Tổng Công ty Hóa dầu Petrolimex-CTCP,Khác,HNX,18.7,1907.0,110.0,1.24,1.12,-7.88,-19.05,-37.25,False,False,37.74,1.01,48.01,2044100330.0,-49.6,5.65,23.9,3.6,41.8,10.6,19.0
PLX,Tập đoàn Xăng dầu Việt Nam,Dầu khí,HOSE,35.0,50188.0,16.59,1.7,10.23,-2.67,-12.22,2.56,False,False,43.98,0.71,47.06,199609384750.0,-47.84,11.04,30.7,41.1,56.3,84.1,47.5
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Bán lẻ,HOSE,33.3,38379.0,1.98,0.42,21.3,-48.05,-55.0,-42.08,False,False,16.75,0.92,47.06,221524893000.0,-60.67,8.29,98.2,87.5,1.4,85.8,61.4
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện/Nước,HOSE,12.5,40649.0,15.82,1.12,7.09,-13.79,-6.37,-1.15,False,False,39.39,0.72,33.34,80734698250.0,-24.47,14.57,46.1,23.2,50.8,61.9,41.9
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Điện/Nước,HOSE,8.75,3238.0,16.83,0.63,3.73,-9.42,-21.52,-15.39,False,False,25.0,0.23,16.12,639837600.0,-21.52,0.0,58.2,10.7,36.5,2.7,27.3
PTB,Công ty Cổ phần Phú Tài,Khác,HOSE,28.75,3968.0,4.64,0.69,14.76,-19.47,-22.36,-16.64,False,False,24.16,0.66,28.52,3510091680.0,-35.3,1.77,87.5,62.9,23.5,15.0,46.4
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Dầu khí,HOSE,18.35,18316.0,15.42,0.64,4.13,-3.09,-11.87,37.65,False,False,38.96,0.73,45.62,113627063250.0,-31.95,62.03,61.8,11.6,56.1,68.1,46.2
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX,32.3,19536.0,9.07,1.1,12.12,2.01,-8.15,20.18,True,False,50.33,0.73,47.32,118018463557.0,-29.01,47.03,63.2,52.7,66.5,72.6,60.4
PVT,Tổng công ty Cổ phần Vận tải Dầu khí,Dầu khí,HOSE,22.3,10221.0,10.09,1.21,11.97,12.63,13.04,34.78,True,True,63.13,0.66,44.79,142545030250.0,-20.1,47.77,54.1,50.9,92.6,76.1,71.8
REE,Công ty Cổ phần Cơ điện lạnh,Điện/Nước,HOSE,46.7,35316.0,10.0,1.21,12.08,-6.32,-24.26,-18.55,True,False,61.86,0.45,23.35,15677703250.0,-25.1,6.5,54.5,51.8,36.1,33.6,41.6
SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,Thực phẩm đồ uống,HOSE,44.15,58292.0,12.8,2.68,20.92,-2.9,5.45,6.96,False,False,39.29,0.54,28.73,21300431750.0,-12.13,11.82,32.4,85.7,76.6,36.3,56.2
SBT,Công ty cổ phần Thành Thành Công - Biên Hòa,Thực phẩm đồ uống,HOSE,22.6,18672.0,24.84,1.8,7.25,5.61,10.65,0.03,True,True,38.24,0.22,19.36,27349883250.0,-10.94,16.29,24.0,25.0,86.7,41.6,49.2
SCS,Công ty cổ phần Dịch vụ Hàng hóa Sài Gòn,Khác,HOSE,44.35,5143.0,5.61,2.69,48.06,-5.37,-11.45,-18.89,False,False,53.0,0.35,18.84,4042862000.0,-20.86,4.11,53.5,100.0,54.5,15.9,55.2
SHB,Ngân hàng Thương mại cổ phần Sài Gòn - Hà Nội,Ngân hàng,HOSE,11.6,76807.0,4.46,0.72,16.17,-15.02,-21.54,-33.69,False,False,35.48,0.77,26.68,508140484750.0,-35.33,3.57,87.2,70.5,30.3,96.5,64.8
SHS,Công ty Cổ phần Chứng Khoán Sài Gòn Hà Nội,Chứng khoán,HNX,13.9,16280.0,9.27,0.98,10.62,-23.63,-13.12,-44.62,False,False,26.67,1.36,46.97,119247339385.0,-49.27,0.0,65.0,45.5,31.9,73.5,48.9
SJS,Công ty Cổ phần SJ Group,Khác,HOSE,55.9,15766.0,55.9,5.1,9.12,16.46,15.02,-26.45,True,True,26.09,0.54,30.47,1852150000.0,-26.45,18.68,4.5,35.7,93.8,8.8,42.6
SSB,Ngân hàng Thương mại cổ phần Đông Nam Á,Ngân hàng,HOSE,20.0,47938.0,10.31,1.41,13.66,31.58,43.92,22.99,True,True,61.23,0.43,28.58,75749994000.0,-17.01,47.89,47.4,58.9,98.9,60.2,70.9
SSI,Công ty cổ phần Chứng khoán SSI,Chứng khoán,HOSE,20.85,72117.0,12.19,1.31,10.77,-1.56,-2.85,-27.23,True,False,46.88,1.18,35.95,440429990250.0,-30.91,18.57,45.5,46.4,71.2,94.7,59.3
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,HOSE,76.9,122350.0,24.41,2.42,9.92,6.51,23.63,39.31,True,True,47.87,0.74,38.07,260291244000.0,-1.66,67.17,21.1,39.3,91.7,88.5,61.8
SZC,Công ty cổ phần Sonadezi Châu Đức,BĐS KCN,HOSE,18.2,5238.0,9.48,1.02,10.79,-14.15,-32.68,-43.57,True,False,38.35,0.82,34.1,6573511940.0,-48.0,11.88,63.4,47.3,18.6,20.4,35.4
TCB,Ngân hàng TMCP Kỹ Thương Việt Nam (Techcombank),Ngân hàng,HOSE,32.95,231720.0,9.2,1.37,14.89,-1.35,9.23,-10.07,True,True,52.99,1.04,31.71,559102662500.0,-18.54,17.22,52.1,64.3,80.5,98.2,74.9
TCH,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,BĐS dân dụng,HOSE,11.25,15551.0,13.08,0.56,4.29,-13.77,-25.0,-37.23,False,False,31.37,1.2,45.25,60604017250.0,-49.74,12.5,69.0,12.5,25.7,54.9,36.9
TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Khác,HOSE,6.67,1707.0,,0.65,-5.44,-24.2,-34.93,-51.91,False,False,3.77,0.36,23.61,985024450.0,-53.36,0.76,68.1,1.8,7.1,4.4,19.4
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,Ngân hàng,HOSE,14.7,45494.0,5.51,0.96,17.51,-8.13,-8.98,-17.02,True,False,50.0,0.89,27.7,115508951250.0,-22.83,5.76,79.2,76.8,53.8,69.9,66.3
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Khác,HOSE,25.7,2448.0,18.36,1.36,7.43,-9.03,-34.69,-28.37,False,False,29.41,0.6,33.13,2459157750.0,-40.3,8.67,32.5,27.7,22.5,11.5,21.6
VCB,Ngân hàng Thương mại cổ phần Ngoại thương Việt Nam,Ngân hàng,HOSE,58.1,500505.0,13.8,2.16,15.67,-3.64,0.32,-6.33,False,False,44.74,0.73,27.55,306371831000.0,-22.91,7.59,33.2,67.0,71.5,90.3,60.1
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Xây dựng,HOSE,14.05,14449.0,2.48,0.81,32.59,-19.32,-27.96,-40.77,False,False,9.52,0.79,34.7,32246320500.0,-44.02,0.0,87.7,97.3,15.4,43.4,57.3
VCI,Công ty Cổ phần Chứng khoán VIETCAP,Chứng khoán,HOSE,20.1,31445.0,10.86,0.66,6.12,-16.42,-21.91,-34.9,False,False,31.97,1.05,37.93,212035633000.0,-37.68,8.94,69.9,20.5,28.0,85.0,45.2
VCS,Công ty cổ phần VICOSTONE,VLXD,HNX,30.7,6416.0,7.07,0.96,13.53,-14.96,-22.16,-33.82,False,False,42.86,0.45,20.52,1180523925.0,-33.82,0.0,73.8,58.0,29.0,7.1,41.6
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Chứng khoán,HOSE,10.5,4080.0,11.54,0.9,7.78,-25.53,-26.57,-53.02,False,False,24.53,1.07,39.54,6607998750.0,-53.02,0.96,61.8,31.2,11.3,21.2,29.0
VGC,Tổng Công ty Viglacera - CTCP,Khác,HOSE,42.4,20803.0,13.55,2.2,16.24,7.32,-0.94,-19.13,True,True,61.9,0.92,37.38,14527200250.0,-22.15,21.49,33.7,71.4,79.1,30.1,58.7
VHC,Công ty Cổ phần Vĩnh Hoàn,Thực phẩm đồ uống,HOSE,49.7,13737.0,7.86,1.16,14.76,-18.66,-15.04,-17.58,False,False,28.46,0.58,29.82,15598009250.0,-28.18,0.51,63.9,62.9,35.4,32.7,46.5
VHM,Công ty cổ phần Vinhomes,BĐS dân dụng,HOSE,65.4,581610.0,6.41,1.13,17.6,-13.21,30.35,33.55,False,True,17.33,1.81,55.0,713766028000.0,-17.18,56.3,70.7,77.7,73.1,99.1,81.2
VIB,Ngân hàng Thương mại cổ phần Quốc tế Việt Nam,Ngân hàng,HOSE,13.45,59230.0,6.29,0.97,15.51,-7.95,-9.94,-23.48,False,False,41.21,0.84,24.75,66364789330.0,-24.4,4.09,75.8,66.1,53.1,57.5,60.4
VIC,Tập đoàn Vingroup - Công ty Cổ phần,Khác,HOSE,230.0,1441028.0,155.41,11.95,7.69,2.22,78.71,200.26,True,True,25.33,1.68,52.56,1429200135500.0,-10.19,209.14,0.9,29.5,92.2,100.0,56.0
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Khác,HOSE,9.74,801.0,7.79,0.52,6.69,-7.61,-10.32,-22.39,False,False,48.28,0.38,18.62,364636050.0,-22.39,1.56,83.8,21.4,52.6,1.8,41.7
VIX,Công ty cổ phần Chứng khoán VIX,Chứng khoán,HOSE,12.75,42758.0,3.61,0.6,16.64,-19.84,-17.36,-54.96,False,False,34.57,1.44,48.67,517917233750.0,-59.97,13.93,93.7,74.1,31.5,97.3,68.0
VJC,Công ty cổ phần Hàng không Vietjet,Hàng không,HOSE,132.0,104183.0,35.39,3.04,8.58,-5.31,12.16,25.08,True,False,64.37,0.66,40.09,153861435000.0,-21.68,34.07,10.1,33.9,78.2,79.6,45.8
VND,Công ty cổ phần Chứng khoán VNDIRECT,Chứng khoán,HOSE,14.5,25270.0,13.18,1.06,8.01,-16.43,-3.74,-34.28,False,False,25.97,1.12,39.13,156226899250.0,-37.45,4.33,53.3,32.1,51.5,80.5,49.6
