symbol,name,sector,exch,price,mktcap_b,pe,pb,roe,ret_3m,ret_6m,ret_12m,above_ma50,above_ma200,rsi,beta,vol_ann,adv_vnd,from_52w_high,from_52w_low,value_score,quality_score,momentum_score,liquidity_score,composite
VJC,Công ty cổ phần Hàng không Vietjet,Hàng không,HOSE,124.5,104183.0,33.38,2.86,8.58,-12.32,3.49,11.63,False,False,37.5,0.66,39.52,172117458400.0,-26.13,26.45,11.4,33.3,62.6,80.0,41.4
VND,Công ty cổ phần Chứng khoán VNDIRECT,Chứng khoán,HOSE,16.35,25270.0,14.86,1.19,8.01,-7.1,-10.99,-31.75,False,False,42.62,1.14,40.2,162464959445.0,-37.23,17.64,50.0,31.6,56.3,78.3,49.6
VNM,Công ty Cổ phần Sữa Việt Nam,Thực phẩm đồ uống,HOSE,61.9,129159.0,13.76,4.22,30.65,9.46,1.15,9.71,True,True,50.75,0.47,29.77,247217855000.0,-12.91,16.23,25.6,96.5,84.7,88.7,74.7
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,HOSE,27.8,224927.0,9.21,1.31,14.27,5.1,4.79,-16.78,True,True,68.1,1.21,35.31,436191319125.0,-19.16,17.9,57.3,59.6,87.1,95.7,76.7
VPG,Công ty Cổ phần Tập đoàn Việt Phát,Khác,HOSE,1.76,320.0,,0.16,-63.52,-40.14,-64.23,-80.02,False,False,31.82,0.67,43.77,362593485.0,-80.91,3.53,75.0,0.9,0.9,1.7,18.8
VPI,Công ty cổ phần Phát triển Bất động sản Văn Phú,Khác,HOSE,62.64,19555.0,51.34,3.82,7.44,16.38,19.2,20.45,True,True,91.81,0.5,27.31,132395814825.0,0.0,32.5,7.0,28.1,95.3,72.2,53.3
VRE,Công ty Cổ phần Vincom Retail,BĐS dân dụng,HOSE,26.5,66465.0,9.33,1.24,13.34,-12.06,1.62,-10.62,True,False,60.82,1.68,51.52,143451623770.0,-36.78,24.41,59.7,56.1,59.8,75.7,58.8
VSC,Công ty cổ phần Container Việt Nam,Vận tải/Cảng,HOSE,13.9,8835.0,19.86,0.96,4.81,-28.72,-45.91,-55.38,False,False,36.99,1.21,49.08,165737761160.0,-57.62,9.45,47.3,14.9,2.6,79.1,28.8
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Khác,HOSE,41.35,10229.0,11.33,1.97,17.42,0.09,-0.26,-3.34,True,True,34.94,0.0,13.25,320250415.0,-3.44,6.42,42.4,76.3,77.2,0.9,56.5
VTP,Tổng Công ty cổ phần Bưu chính Viettel,Khác,HOSE,51.3,12295.0,15.45,2.74,17.74,-8.09,-18.65,-17.56,False,False,33.63,0.61,39.32,43446556500.0,-36.51,14.51,26.9,78.9,43.5,49.6,45.5
