symbol,name,sector,exch,price,mktcap_b,pe,pb,roe,ret_3m,ret_6m,ret_12m,above_ma50,above_ma200,rsi,beta,vol_ann,adv_vnd,from_52w_high,from_52w_low,value_score,quality_score,momentum_score,liquidity_score,composite
BWE,Công ty Cổ phần Nước – Môi trường Bình Dương,Điện/Nước,HOSE,41.95,9666.0,9.3,1.54,16.59,-2.45,-5.26,-6.74,False,False,14.49,0.25,20.12,4656898190.0,-12.13,5.03,52.5,72.8,70.6,18.3,53.6
CEO,Công ty Cổ phần Tập đoàn C.E.O,Khác,HNX,13.2,9816.0,42.58,1.21,2.83,-10.75,-13.54,-43.3,True,False,60.98,1.4,55.59,84654122820.0,-56.63,22.22,33.1,8.8,44.3,63.5,33.1
CII,Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật T.P Hồ Chí Minh,Khác,HOSE,14.25,12835.0,67.86,0.91,1.34,-12.04,-12.04,-36.97,False,False,50.62,1.14,50.8,137081011450.0,-53.05,12.65,40.1,4.4,45.6,73.9,36.3
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,Công nghệ,HOSE,23.8,6742.0,15.56,1.64,10.54,-13.92,-25.27,-35.99,False,False,37.14,0.59,27.49,3209302900.0,-38.69,0.85,36.1,43.0,20.2,15.7,26.3
CTD,Công ty Cổ phần Xây dựng Coteccons,Xây dựng,HOSE,61.9,9214.0,10.03,0.71,7.07,-14.86,-19.36,-10.09,False,False,38.57,0.92,39.02,16245630440.0,-33.29,12.34,74.8,21.9,30.6,32.2,38.2
CTG,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng,HOSE,31.4,272231.0,7.06,1.37,19.37,-5.95,-11.92,-9.91,False,False,40.48,0.93,27.66,226666461750.0,-23.17,9.22,62.4,82.5,56.5,86.1,66.7
CTR,Tổng Công ty Cổ phần Công trình Viettel,Xây dựng,HOSE,75.6,9917.0,14.43,4.18,29.0,-5.81,-0.94,0.12,True,False,44.3,0.62,31.41,23784626575.0,-20.2,13.86,24.5,94.7,68.3,39.1,54.2
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Thực phẩm đồ uống,HOSE,16.8,9006.0,4.29,0.8,18.7,-12.95,-23.85,-30.88,False,False,51.43,0.79,29.57,29332278545.0,-35.12,7.01,88.1,80.7,25.9,41.7,56.3
DCM,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Hóa chất/Phân bón,HOSE,32.55,23982.0,8.92,1.61,18.04,-11.03,-27.82,-11.83,True,False,61.11,0.51,39.42,83942801525.0,-31.41,12.63,54.3,79.8,22.1,62.6,49.2
DGC,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Hóa chất/Phân bón,HOSE,47.1,20014.0,5.89,1.19,20.18,2.73,-33.66,-50.69,True,False,62.04,0.68,46.35,28694252500.0,-50.84,30.83,75.0,84.2,38.2,40.9,57.0
DGW,Công ty cổ phần Thế giới số,Bán lẻ,HOSE,40.05,10008.0,16.08,2.55,15.85,0.38,-10.82,-2.56,True,False,45.41,1.01,40.53,64214544975.0,-26.75,20.81,27.8,67.5,67.1,53.9,50.8
DHG,Công ty Cổ phần Dược Hậu Giang,Dược phẩm,HOSE,95.6,13035.0,14.66,3.02,20.61,2.36,-2.2,-0.75,True,False,50.0,0.21,11.26,847365835.0,-7.0,5.99,26.7,85.1,77.9,5.2,49.2
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,BĐS dân dụng,HOSE,11.1,11469.0,13.7,0.75,5.48,-13.62,-19.27,-47.68,False,False,52.54,1.08,43.37,77059740950.0,-54.88,14.55,65.6,16.7,33.2,60.0,40.1
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí-CTCP,Hóa chất/Phân bón,HOSE,22.8,19514.0,14.43,1.37,9.46,-2.98,-20.16,-8.62,True,False,55.95,0.52,36.12,65724515165.0,-28.38,10.94,42.3,36.8,48.5,54.8,42.1
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Khác,HOSE,11.8,16630.0,51.3,0.76,1.48,-8.17,-4.6,-41.26,True,False,60.32,0.98,42.74,127006230755.0,-44.41,18.36,44.8,6.1,62.1,71.3,42.5
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Ngân hàng,HOSE,17.05,42191.0,27.95,1.22,4.37,-19.19,-23.71,-41.71,False,False,25.53,1.18,36.14,80797771705.0,-43.54,3.33,34.9,13.2,20.2,61.7,27.1
ELC,Công ty Cổ phần công nghệ - viễn thông ELCOM,Công nghệ,HOSE,14.7,1987.0,12.25,1.16,9.49,-8.7,-22.63,-30.0,False,False,25.0,0.53,32.61,3919936000.0,-45.05,2.8,58.6,37.7,35.3,16.5,36.0
FPT,Công ty Cổ phần FPT,Công nghệ,HOSE,72.8,130659.0,13.19,3.39,25.71,-2.93,-12.55,-28.64,True,False,57.94,0.74,32.22,383331957980.0,-30.44,17.04,28.3,93.0,60.5,93.0,62.1
FRT,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ,HOSE,142.7,25733.0,30.56,5.83,19.07,20.06,-5.77,13.42,True,True,41.59,0.82,36.76,78196555200.0,-14.63,35.9,6.6,81.6,81.0,60.9,59.7
FTS,Công ty Cổ phần Chứng khoán FPT,Chứng khoán,HOSE,22.45,9598.0,17.82,1.77,9.96,-5.67,-21.22,-35.95,False,False,50.0,0.93,38.4,18877946830.0,-37.23,11.69,29.5,39.5,44.5,33.9,34.2
GAS,Tổng Công ty Khí Việt Nam-CTCP,Dầu khí,HOSE,84.0,191106.0,17.76,3.06,17.22,-1.18,-29.82,29.43,True,True,62.5,0.69,48.13,140572060500.0,-34.73,50.0,19.9,75.4,36.3,74.8,51.0
GEG,Công ty Cổ phần Điện Gia Lai,Điện/Nước,HOSE,12.85,5482.0,6.49,0.93,14.29,-2.93,-10.94,-14.61,True,False,77.78,0.5,28.44,2399017738.0,-21.33,9.83,80.6,60.5,63.7,9.6,54.9
GMD,Công ty Cổ phần Gemadept,Vận tải/Cảng,HOSE,77.4,32072.0,18.56,2.47,13.29,1.57,3.04,15.6,True,True,51.0,0.78,34.25,104954490080.0,-5.63,38.76,22.5,55.3,82.1,69.6,59.7
GVR,Tập đoàn Công nghiệp Cao su Việt Nam,Khác,HOSE,31.5,132600.0,23.68,2.24,9.45,-9.48,-22.32,9.42,True,False,44.68,0.97,47.29,87121475130.0,-31.15,26.54,21.6,36.0,33.6,64.3,33.3
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Khác,HOSE,14.0,21039.0,7.33,1.18,16.1,-9.39,-11.67,-14.37,False,False,42.11,0.71,31.07,23606417290.0,-25.73,2.19,71.2,69.3,49.0,38.3,55.2
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Vận tải/Cảng,HOSE,47.2,10091.0,6.8,1.63,24.04,-9.17,-22.74,-14.25,False,False,57.39,0.75,35.06,35100224965.0,-30.79,7.52,60.5,91.2,33.2,45.2,53.9
HBC,Công ty cổ phần Tập đoàn Xây dựng Hoà Bình,Khác,HOSE,3.9,1771.0,5.65,0.69,12.26,-22.0,-33.9,-52.44,False,False,33.33,0.63,29.88,2735244900.0,-52.44,0.0,89.4,52.6,6.8,13.0,39.1
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Chứng khoán,HOSE,26.4,29861.0,26.14,2.68,10.26,13.41,24.98,10.41,True,True,53.09,0.99,35.18,115627312000.0,-0.38,60.31,16.1,41.2,96.2,70.4,58.9
HDB,Ngân hàng TMCP Phát triển T.P Hồ Chí Minh,Ngân hàng,HOSE,27.2,134141.0,7.64,1.67,21.84,6.67,4.82,8.54,True,True,50.0,1.0,33.2,271938627845.0,-8.42,22.9,55.6,89.5,88.0,91.3,82.9
HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,BĐS dân dụng,HOSE,11.7,3745.0,3.66,0.81,22.13,-22.45,-27.47,-57.55,False,False,45.76,1.04,40.81,12226052600.0,-64.12,7.34,88.6,90.4,12.7,27.8,52.3
HDG,Công ty Cổ phần Tập đoàn Hà Đô,BĐS dân dụng,HOSE,17.5,10303.0,8.41,0.94,11.21,-17.03,-30.73,-38.74,False,False,65.08,0.97,39.39,20133607730.0,-45.09,12.9,73.6,47.4,11.7,34.8,38.7
HPG,Công ty cổ phần Tập đoàn Hòa Phát,Thép,HOSE,21.7,215681.0,10.8,1.29,11.94,-8.63,-10.8,-10.3,False,False,45.0,0.74,28.1,431391845098.0,-19.91,6.63,54.2,49.1,55.1,94.8,57.6
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Thép,HOSE,10.6,10029.0,7.36,0.41,5.51,-11.67,-8.13,-24.9,False,False,41.67,0.76,30.6,22792920600.0,-34.22,5.47,89.2,17.5,51.7,37.4,48.4
HT1,Công ty Cổ phần xi măng VICEM Hà Tiên,VLXD,HOSE,12.5,5838.0,17.36,0.94,5.41,-8.76,-28.57,-27.76,False,False,13.64,0.62,34.9,2539397725.0,-37.81,7.3,51.9,15.8,24.3,11.3,24.7
IDC,Tổng công ty IDICO - Công ty Cổ phần,BĐS KCN,HNX,31.9,18482.0,6.27,1.87,29.91,-15.68,-18.31,-12.77,False,False,26.0,0.87,37.48,35903537435.0,-29.35,13.53,58.3,95.6,32.2,46.1,54.2
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,BĐS dân dụng,HOSE,7.2,6579.0,7.58,0.56,7.42,-20.27,-25.51,-37.13,False,False,28.07,0.86,31.67,15463949485.0,-46.49,7.62,85.4,26.3,14.8,30.4,37.1
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Dược phẩm,HOSE,38.9,8609.0,17.14,2.6,15.15,-13.81,-27.3,-24.52,True,False,62.96,0.21,23.36,686447820.0,-30.38,11.14,24.7,64.0,19.5,3.5,25.8
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP,BĐS KCN,HOSE,27.1,32867.0,11.06,0.94,8.48,-8.14,-18.13,-32.75,False,False,32.69,1.0,35.84,37481548210.0,-34.14,1.12,65.6,32.5,45.2,48.7,45.5
KDC,Công ty Cổ phần Tập đoàn Kido,Thực phẩm đồ uống,HOSE,51.9,13838.0,28.83,2.11,7.33,1.76,2.98,-1.22,True,True,52.38,0.1,21.15,6542664650.0,-2.85,24.76,18.9,25.4,81.9,20.0,42.6
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,BĐS dân dụng,HOSE,17.3,29234.0,18.4,1.04,5.67,-24.45,-35.33,-51.81,False,False,40.86,0.93,35.69,95873216160.0,-53.24,5.49,47.0,19.3,5.0,67.0,28.4
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,BĐS dân dụng,HOSE,4.87,2481.0,30.44,0.41,1.36,-2.6,-18.43,-29.22,True,False,58.33,0.68,29.54,9456960980.0,-44.02,3.18,55.1,5.3,52.7,23.5,33.7
LCG,Công ty cổ phần LIZEN,Xây dựng,HOSE,7.11,2087.0,9.74,0.54,5.58,-15.11,-22.78,-34.69,False,False,35.92,0.83,30.88,6254264024.0,-37.89,5.33,79.5,18.4,23.7,19.1,34.2
LPB,Ngân hàng Thương mại cổ phần Lộc Phát Việt Nam,Ngân hàng,HOSE,49.0,139655.0,12.83,3.1,24.18,7.34,21.01,15.61,False,True,23.63,0.42,32.58,154449316670.0,-12.5,28.5,30.5,92.1,92.3,77.4,75.3
MBB,Ngân hàng Thương mại cổ phần Quân đội,Ngân hàng,HOSE,20.55,212652.0,6.19,1.22,19.64,2.63,-5.15,-5.67,True,True,51.92,0.82,27.1,241045909968.0,-11.53,13.95,72.1,83.3,75.7,87.0,81.5
MBS,Công ty cổ phần Chứng khoán MB,Ngân hàng,HNX,17.7,20319.0,10.29,1.44,14.02,-5.47,-18.33,-36.7,False,False,48.63,1.21,41.01,72857157635.0,-38.06,7.57,50.0,58.8,49.4,57.4,50.3
MCH,Công ty Cổ phần Hàng tiêu dùng Masan,Khác,HOSE,142.0,183037.0,22.43,8.28,36.93,9.58,-4.0,52.41,True,False,79.0,0.5,33.9,50054375480.0,-20.76,52.41,11.5,98.2,81.4,51.3,57.5
MIG,Tổng Công ty cổ phần Bảo hiểm Quân đội,Bảo hiểm,HOSE,16.0,3786.0,12.12,1.26,10.41,-4.57,-5.63,-1.53,False,False,59.93,0.45,30.31,1608665145.0,-16.32,11.76,53.3,42.1,66.6,8.7,43.6
MSN,Công ty Cổ phần Tập đoàn MaSan,Thực phẩm đồ uống,HOSE,69.0,114950.0,24.21,2.81,11.62,-5.61,-8.37,-16.97,True,False,60.23,0.83,28.68,283034954135.0,-22.03,7.98,16.8,48.2,62.6,92.2,48.6
MWG,Công ty cổ phần Đầu tư Thế giới Di động,Bán lẻ,HOSE,73.1,128340.0,15.32,3.3,21.56,-4.83,-12.87,-3.96,False,False,46.51,1.14,35.33,217495537560.0,-20.77,17.28,24.3,88.6,57.4,84.3,57.5
NKG,Công ty Cổ phần Thép Nam Kim,Thép,HOSE,10.75,6624.0,24.43,0.63,2.58,-13.05,-19.56,-25.16,False,False,37.84,0.79,33.81,17252357560.0,-40.58,3.37,54.9,7.9,32.9,33.0,30.1
NLG,Công ty cổ phần Đầu tư Nam Long,BĐS dân dụng,HOSE,25.7,14044.0,17.72,0.82,4.64,0.94,2.33,-35.32,True,False,75.63,0.98,39.83,50504306460.0,-35.32,28.5,53.6,14.0,80.0,52.2,48.8
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện/Nước,HOSE,20.45,7542.0,5.89,1.24,21.12,-9.31,-27.48,-4.82,False,False,13.89,0.66,30.57,10859554540.0,-29.24,0.0,71.4,86.8,24.7,27.0,50.1
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,BĐS dân dụng,HOSE,13.05,37875.0,14.66,0.54,3.66,3.54,25.82,-15.99,True,False,36.11,0.88,47.55,180666726470.0,-31.56,33.61,67.7,9.6,92.2,81.7,60.6
PAN,Công ty Cổ phần Tập đoàn PAN,Khác,HOSE,19.15,6789.0,5.95,0.75,12.59,-16.74,-24.85,-25.08,False,False,25.4,0.54,29.45,8454987800.0,-28.47,0.0,86.4,53.5,18.8,20.9,43.4
PC1,Công ty Cổ phần Tập đoàn PC1,Xây dựng,HOSE,20.1,11043.0,7.94,1.27,15.98,7.77,-30.69,-14.23,False,False,39.34,0.77,43.86,31030932615.0,-35.89,13.88,63.0,68.4,43.1,42.6,51.7
PDR,Công ty cổ phần Phát triển Bất động sản Phát Đạt,Khác,HOSE,12.2,16115.0,40.67,4.3,10.56,-18.94,-22.04,-50.0,False,False,52.17,1.09,39.09,68349042830.0,-53.61,9.42,6.6,43.9,24.7,55.7,26.8
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Bán lẻ,HOSE,37.9,5069.0,22.29,1.72,7.72,10.23,39.12,70.57,True,True,27.1,1.02,49.6,15396202550.0,-6.07,89.72,27.7,29.8,95.8,29.6,52.0
PHR,Công ty cổ phần Cao su Phước Hòa,Khác,HOSE,61.8,8414.0,16.35,2.06,12.61,-4.19,-0.32,10.36,True,True,68.54,0.7,36.46,22152744125.0,-13.32,27.03,30.4,54.4,72.9,36.5,53.0
PLC,Tổng Công ty Hóa dầu Petrolimex-CTCP,Khác,HNX,20.0,1907.0,117.65,1.32,1.12,-7.41,-38.27,-25.93,True,False,33.33,0.99,47.97,2627803950.0,-46.09,12.99,23.5,3.5,22.1,12.2,13.2
PLX,Tập đoàn Xăng dầu Việt Nam,Dầu khí,HOSE,36.0,50188.0,17.06,1.75,10.23,-11.21,-42.36,3.15,True,False,45.45,0.68,46.45,150246980520.0,-46.34,14.21,32.6,40.4,13.9,76.5,33.8
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Bán lẻ,HOSE,40.05,38379.0,2.38,0.51,21.3,-39.04,-48.21,-27.98,False,False,66.78,0.9,46.37,219588335615.0,-52.7,30.24,98.2,87.7,1.7,85.2,61.4
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện/Nước,HOSE,12.85,40649.0,16.27,1.15,7.09,-4.46,-15.18,-5.49,False,False,21.87,0.76,33.94,91887563750.0,-22.36,17.78,49.3,22.8,54.4,66.1,44.5
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Điện/Nước,HOSE,8.91,3238.0,17.13,0.64,3.73,-8.43,-13.07,-14.62,False,False,46.03,0.23,16.21,1256112761.0,-20.09,1.02,61.1,10.5,50.3,7.0,33.0
PTB,Công ty Cổ phần Phú Tài,Khác,HOSE,32.1,3968.0,5.19,0.77,14.76,-17.69,-23.55,-9.3,False,False,30.86,0.65,28.33,3195053540.0,-30.02,1.26,87.7,61.8,21.4,14.8,45.5
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Dầu khí,HOSE,19.2,18316.0,16.13,0.67,4.13,4.38,-24.16,52.41,True,True,56.58,0.72,45.6,64004189450.0,-28.79,69.54,62.0,11.4,48.2,53.0,47.1
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX,38.7,19536.0,10.87,1.32,12.12,0.0,-24.12,21.75,True,True,69.62,0.72,47.02,103943611555.0,-29.12,46.79,51.8,51.8,43.5,67.8,55.2
PVT,Tổng công ty Cổ phần Vận tải Dầu khí,Dầu khí,HOSE,20.2,10221.0,9.14,1.09,11.97,1.0,-22.58,23.79,True,True,52.5,0.65,43.46,87234119020.0,-27.62,33.85,67.6,50.0,49.6,65.2,60.5
REE,Công ty Cổ phần Cơ điện lạnh,Điện/Nước,HOSE,45.55,35316.0,9.75,1.18,12.08,-10.51,-17.51,-18.86,False,False,35.71,0.44,23.3,13975758612.0,-26.94,3.88,62.8,50.9,41.6,28.7,44.4
SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,Thực phẩm đồ uống,HOSE,45.35,58292.0,13.14,2.75,20.92,1.4,6.18,8.57,True,True,41.44,0.53,28.67,36614872268.0,-9.74,14.86,31.8,86.0,84.9,47.0,66.4
SBT,Công ty cổ phần Thành Thành Công - Biên Hòa,Thực phẩm đồ uống,HOSE,23.0,18672.0,25.27,1.83,7.25,13.3,2.22,1.58,True,True,66.67,0.22,19.45,23813348225.0,-9.37,18.35,23.8,24.6,87.5,40.0,49.0
SCS,Công ty cổ phần Dịch vụ Hàng hóa Sài Gòn,Khác,HOSE,44.05,5143.0,5.57,2.68,48.06,-8.95,-17.21,-21.89,False,False,34.72,0.35,18.7,4313821298.0,-21.89,3.4,54.6,100.0,44.9,17.4,52.9
SHB,Ngân hàng Thương mại cổ phần Sài Gòn - Hà Nội,Ngân hàng,HOSE,12.05,76807.0,4.63,0.75,16.17,-13.93,-19.83,-33.55,False,False,55.56,0.8,27.87,583738384910.0,-35.82,7.59,89.5,70.2,30.3,98.3,65.7
SHS,Công ty Cổ phần Chứng Khoán Sài Gòn Hà Nội,Chứng khoán,HNX,15.3,16280.0,10.2,1.08,10.62,-15.0,-22.34,-43.96,False,False,41.67,1.41,48.81,175494532015.0,-47.6,6.99,64.7,44.7,26.1,80.9,48.2
SJS,Công ty Cổ phần SJ Group,Khác,HOSE,58.1,15766.0,58.1,5.3,9.12,16.32,12.38,-10.89,True,True,93.88,0.48,33.29,2471369105.0,-28.54,23.35,4.4,35.1,93.9,10.4,42.7
SSB,Ngân hàng Thương mại cổ phần Đông Nam Á,Ngân hàng,HOSE,17.45,47938.0,8.99,1.23,13.66,21.6,23.71,-2.18,True,True,71.28,0.46,24.06,37006884830.0,-4.38,29.03,62.8,57.9,97.0,47.8,72.2
SSI,Công ty cổ phần Chứng khoán SSI,Chứng khoán,HOSE,21.05,72117.0,12.31,1.33,10.77,-2.46,-21.39,-29.41,True,False,59.4,1.19,36.61,429517385430.0,-30.25,19.7,48.5,45.6,48.9,93.9,53.1
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,HOSE,77.3,122350.0,24.54,2.43,9.92,10.74,19.11,41.06,True,True,61.59,0.76,38.22,245686285385.0,0.0,68.04,19.4,38.6,93.0,87.8,61.4
SZC,Công ty cổ phần Sonadezi Châu Đức,BĐS KCN,HOSE,19.85,5238.0,10.34,1.12,10.79,-12.94,-36.98,-42.39,False,False,45.16,0.83,34.1,10009431362.0,-46.21,15.74,62.5,46.5,13.2,24.3,34.0
TCB,Ngân hàng TMCP Kỹ Thương Việt Nam (Techcombank),Ngân hàng,HOSE,32.6,231720.0,9.11,1.36,14.89,2.84,3.37,-13.72,True,True,56.79,1.06,31.53,597298088450.0,-19.4,15.98,56.4,63.2,85.0,99.1,77.3
TCH,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,BĐS dân dụng,HOSE,12.2,15551.0,14.19,0.61,4.29,-9.33,-3.8,-35.95,True,False,63.46,1.25,46.48,70179317400.0,-45.49,22.0,68.2,12.3,59.3,56.5,47.0
TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Khác,HOSE,8.14,1707.0,,0.79,-5.44,-13.95,-28.28,-42.22,False,False,26.42,0.38,22.41,692292195.0,-43.1,3.56,65.4,1.8,16.3,4.3,21.4
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,Ngân hàng,HOSE,14.7,45494.0,5.51,0.96,17.51,-9.26,-13.78,-25.8,False,False,50.0,0.94,28.8,104026469045.0,-28.21,5.76,82.2,77.2,45.9,68.7,64.7
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Khác,HOSE,26.4,2448.0,18.86,1.4,7.43,-8.01,-32.31,-24.16,False,False,45.95,0.63,33.72,2860910390.0,-38.68,11.63,32.1,27.2,25.0,13.9,22.5
VCB,Ngân hàng Thương mại cổ phần Ngoại thương Việt Nam,Ngân hàng,HOSE,58.9,500505.0,13.99,2.19,15.67,-3.74,-4.97,-13.3,True,False,44.29,0.74,27.84,258787513270.0,-21.85,9.07,34.8,66.7,69.6,89.6,59.7
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Xây dựng,HOSE,15.75,14449.0,2.78,0.91,32.59,-9.1,-10.02,-30.62,False,False,38.89,0.82,35.87,33535245350.0,-38.02,4.3,87.9,97.4,54.4,44.3,69.3
VCI,Công ty Cổ phần Chứng khoán VIETCAP,Chứng khoán,HOSE,22.3,31445.0,12.05,0.74,6.12,-7.66,-25.13,-33.48,False,False,52.75,1.07,38.45,205627105770.0,-36.23,20.87,70.9,20.2,32.2,83.5,46.4
VCS,Công ty cổ phần VICOSTONE,VLXD,HNX,31.1,6416.0,7.17,0.97,13.53,-13.68,-23.89,-30.22,False,False,6.67,0.45,20.91,1245384570.0,-35.13,0.0,76.2,57.0,24.0,6.1,40.3
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Chứng khoán,HOSE,11.85,4080.0,13.02,1.01,7.78,-13.19,-34.71,-51.93,False,False,42.86,1.09,40.38,9020746390.0,-53.07,5.8,59.4,30.7,13.2,22.6,29.0
VGC,Tổng Công ty Viglacera - CTCP,Khác,HOSE,39.9,20803.0,12.75,2.07,16.24,2.21,-10.33,-29.0,True,False,40.0,0.95,37.46,15724008900.0,-29.0,14.33,38.8,71.1,70.3,31.3,51.6
VHC,Công ty Cổ phần Vĩnh Hoàn,Thực phẩm đồ uống,HOSE,52.5,13737.0,8.31,1.23,14.76,-8.7,-13.51,-5.52,False,False,44.0,0.59,30.83,21821138840.0,-24.13,2.14,64.6,61.8,48.9,35.7,51.0
VHM,Công ty cổ phần Vinhomes,BĐS dân dụng,HOSE,75.2,581610.0,7.37,1.3,17.6,2.75,64.4,49.31,True,True,54.86,1.78,54.76,551070852195.0,-4.77,79.72,63.3,78.1,93.0,96.5,84.7
VIB,Ngân hàng Thương mại cổ phần Quốc tế Việt Nam,Ngân hàng,HOSE,15.05,59230.0,7.03,1.09,15.51,-6.81,-5.79,-28.33,False,False,56.1,0.87,25.45,73565031980.0,-30.83,6.36,75.1,65.8,61.4,59.1,62.9
VIC,Tập đoàn Vingroup - Công ty Cổ phần,Khác,HOSE,256.1,1441028.0,173.04,13.31,7.69,23.72,55.4,293.7,True,True,76.85,1.63,52.52,1375841398525.0,0.0,309.76,0.9,28.9,99.5,100.0,58.0
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Khác,HOSE,9.76,801.0,7.81,0.52,6.69,-6.2,-18.06,-18.68,False,False,44.44,0.39,19.99,479265923.0,-23.89,1.77,85.9,21.1,48.2,2.6,41.0
VIX,Công ty cổ phần Chứng khoán VIX,Chứng khoán,HOSE,14.0,42758.0,3.97,0.66,16.64,-17.18,-15.05,-54.67,True,False,55.66,1.47,49.9,574988014770.0,-56.04,25.1,93.4,73.7,34.8,97.4,68.8
